iter,average value,advantage gap,greedy advantage gap
1,-3.922891e+00,3.671062e+00,4.984082e-01
2,-9.579895e+02,2.192236e+00,4.984082e-01
3,-1.707513e+03,1.020142e+00,1.626471e-01
4,-2.111221e+03,5.967413e-01,1.626492e-01
5,-2.293630e+03,4.367717e-01,9.062114e-02
6,-2.376656e+03,2.963191e-01,2.773194e-02
7,-2.418231e+03,2.372445e-01,2.773194e-02
8,-2.441535e+03,1.892574e-01,2.773194e-02
9,-2.455819e+03,1.506093e-01,3.500633e-03
10,-2.465172e+03,1.197009e-01,3.500633e-03
11,-2.471612e+03,9.515582e-02,3.500633e-03
12,-2.476229e+03,7.813476e-02,4.547474e-13
12,-2.495911e+03,7.813476e-02,4.547474e-13
