iter,point value,point opt_lb,point uni_opt_lb,agg value,agg opt_lb,agg uni_opt_lb,true value,true opt_lb,true uni_opt_lb
1,3.930179e+01,-8.643430e+01,-2.952548e+02,3.930179e+01,-8.643430e+01,-2.952548e+02,3.930216e+01,3.462548e+00,-1.176403e+02
2,2.629010e+01,-7.497123e+01,-2.872236e+02,3.279595e+01,-5.555960e+01,-1.326137e+02,2.643146e+01,-1.463465e+01,-1.612420e+02
3,1.699563e+01,-4.813024e+01,-2.682410e+02,2.752918e+01,-3.886254e+01,-9.510898e+01,1.702915e+01,-8.631572e+00,-1.766105e+02
4,1.161584e+01,-2.547592e+01,-1.987802e+02,2.355084e+01,-2.863317e+01,-7.049778e+01,1.158362e+01,-2.806182e+00,-9.859760e+01
5,9.131104e+00,-1.387167e+01,-1.340805e+02,2.066689e+01,-2.216525e+01,-5.561892e+01,9.190767e+00,-1.328737e+00,-9.457264e+01
6,7.874558e+00,-1.031253e+01,-1.663558e+02,1.853484e+01,-1.780342e+01,-4.590933e+01,7.895386e+00,-1.038493e+00,-8.497133e+01
7,7.019436e+00,-7.016040e+00,-1.025247e+02,1.688978e+01,-1.463682e+01,-3.971867e+01,7.035106e+00,-1.420759e+00,-6.956216e+01
8,6.532204e+00,-7.819613e+00,-1.114431e+02,1.559508e+01,-1.227842e+01,-3.417220e+01,6.472912e+00,-1.793802e+00,-7.185409e+01
9,5.835639e+00,-8.762666e+00,-1.085517e+02,1.451070e+01,-1.057545e+01,-3.048922e+01,5.898146e+00,-2.110881e+00,-7.178483e+01
10,5.310225e+00,-9.208297e+00,-9.641535e+01,1.359065e+01,-9.179793e+00,-2.788819e+01,5.298384e+00,-2.526177e+00,-7.908499e+01
11,4.665656e+00,-9.079758e+00,-1.245625e+02,1.277929e+01,-8.144056e+00,-2.638812e+01,4.810142e+00,-2.593353e+00,-8.276871e+01
12,4.326986e+00,-9.076042e+00,-1.051783e+02,1.207493e+01,-7.283488e+00,-2.421916e+01,4.372648e+00,-2.684357e+00,-6.588899e+01
13,3.910080e+00,-1.099298e+01,-1.106939e+02,1.144687e+01,-6.574109e+00,-2.212221e+01,3.915888e+00,-3.049824e+00,-5.808031e+01
14,3.343232e+00,-1.132025e+01,-8.938839e+01,1.086803e+01,-6.054289e+00,-2.031834e+01,3.424818e+00,-3.622687e+00,-5.264774e+01
15,2.911952e+00,-1.163044e+01,-8.073999e+01,1.033763e+01,-5.626294e+00,-1.886203e+01,2.915589e+00,-3.969748e+00,-5.322515e+01
