iter,point value,point opt_lb,point uni_opt_lb,agg value,agg opt_lb,agg uni_opt_lb,true value,true opt_lb,true uni_opt_lb
1,3.904878e+01,-8.236268e+01,-2.229938e+02,3.904878e+01,-8.236268e+01,-2.229938e+02,3.930216e+01,3.462548e+00,-1.176403e+02
2,2.621587e+01,-7.490853e+01,-4.114137e+02,3.263232e+01,-5.393787e+01,-2.368171e+02,2.637126e+01,-1.492496e+01,-1.847978e+02
3,1.688119e+01,-5.170172e+01,-3.409101e+02,2.738195e+01,-3.904222e+01,-1.549695e+02,1.699983e+01,-1.039149e+01,-1.822761e+02
4,1.149932e+01,-2.968363e+01,-1.979856e+02,2.341129e+01,-2.905724e+01,-1.134153e+02,1.136533e+01,-4.334597e+00,-1.248008e+02
5,8.587853e+00,-1.623515e+01,-1.300344e+02,2.044660e+01,-2.287342e+01,-8.917988e+01,8.695461e+00,-2.045066e+00,-9.146914e+01
6,7.192973e+00,-1.335490e+01,-1.370156e+02,1.823766e+01,-1.862045e+01,-7.306948e+01,7.251233e+00,-2.678911e+00,-1.076147e+02
7,6.269607e+00,-1.019368e+01,-1.281986e+02,1.652794e+01,-1.550918e+01,-6.173735e+01,6.333267e+00,-2.862897e+00,-1.169096e+02
8,5.506768e+00,-1.114523e+01,-1.442798e+02,1.515029e+01,-1.327833e+01,-5.341986e+01,5.560466e+00,-3.445529e+00,-9.628933e+01
9,5.043834e+00,-9.915482e+00,-8.405331e+01,1.402735e+01,-1.149293e+01,-4.693983e+01,5.042026e+00,-3.777136e+00,-7.127457e+01
10,4.447294e+00,-1.291191e+01,-1.199342e+02,1.306935e+01,-1.015249e+01,-4.181173e+01,4.485780e+00,-4.146993e+00,-8.227361e+01
11,3.828220e+00,-1.307455e+01,-1.352434e+02,1.222925e+01,-9.075890e+00,-3.767573e+01,3.894874e+00,-4.411007e+00,-8.839879e+01
12,3.328448e+00,-1.091608e+01,-1.008672e+02,1.148751e+01,-8.233252e+00,-3.425782e+01,3.457881e+00,-4.552718e+00,-6.906997e+01
13,2.907166e+00,-1.362207e+01,-8.876042e+01,1.082749e+01,-7.586568e+00,-3.139786e+01,2.941016e+00,-4.911306e+00,-6.759430e+01
14,2.441632e+00,-1.425173e+01,-9.369975e+01,1.022850e+01,-7.019740e+00,-2.898209e+01,2.506332e+00,-5.070917e+00,-6.985893e+01
15,2.068291e+00,-1.449148e+01,-1.185612e+02,9.684483e+00,-6.536193e+00,-2.691271e+01,2.016863e+00,-5.119322e+00,-6.257489e+01
16,1.591395e+00,-1.564699e+01,-9.732945e+01,9.178665e+00,-6.180964e+00,-2.513489e+01,1.543544e+00,-5.396187e+00,-5.438537e+01
17,1.168057e+00,-1.632187e+01,-9.481519e+01,8.707453e+00,-5.885562e+00,-2.358874e+01,1.162275e+00,-5.489585e+00,-4.799207e+01
18,6.023796e-01,-1.576638e+01,-9.162140e+01,8.257171e+00,-5.698001e+00,-2.224572e+01,7.565942e-01,-5.623725e+00,-4.347137e+01
19,1.882937e-01,-1.521384e+01,-8.288200e+01,7.832493e+00,-5.539485e+00,-2.106480e+01,2.995152e-01,-5.721747e+00,-4.703963e+01
20,-1.729403e-01,-1.519636e+01,-9.306148e+01,7.432221e+00,-5.382804e+00,-2.002079e+01,-1.287620e-01,-5.789383e+00,-5.054696e+01
21,-4.662996e-01,-1.434485e+01,-7.865075e+01,7.056101e+00,-5.229445e+00,-1.908986e+01,-5.072603e-01,-5.804554e+00,-5.756203e+01
22,-9.002402e-01,-1.425626e+01,-7.861781e+01,6.694449e+00,-5.137361e+00,-1.826310e+01,-8.163259e-01,-5.757655e+00,-5.599113e+01
23,-1.215420e+00,-1.441366e+01,-9.306107e+01,6.350542e+00,-5.042620e+00,-1.752188e+01,-1.129303e+00,-5.617363e+00,-5.191302e+01
24,-1.464033e+00,-1.363213e+01,-9.611032e+01,6.024935e+00,-4.979571e+00,-1.685283e+01,-1.412566e+00,-5.516496e+00,-5.697748e+01
25,-1.655876e+00,-1.260691e+01,-6.987997e+01,5.717702e+00,-4.923770e+00,-1.624499e+01,-1.671430e+00,-5.398544e+00,-5.758963e+01
26,-2.006205e+00,-1.236920e+01,-9.610506e+01,5.420629e+00,-4.892021e+00,-1.569736e+01,-1.848998e+00,-5.225185e+00,-5.064648e+01
27,-1.953229e+00,-1.134363e+01,-5.620844e+01,5.147523e+00,-4.827699e+00,-1.518830e+01,-2.039929e+00,-5.005224e+00,-4.231034e+01
28,-2.177523e+00,-1.087845e+01,-9.149033e+01,4.885914e+00,-4.766542e+00,-1.472366e+01,-2.184224e+00,-4.850306e+00,-4.016766e+01
29,-2.367603e+00,-1.091020e+01,-7.475966e+01,4.635793e+00,-4.716584e+00,-1.429757e+01,-2.325590e+00,-4.718433e+00,-4.501833e+01
30,-2.375983e+00,-1.093681e+01,-7.306400e+01,4.402067e+00,-4.673786e+00,-1.390021e+01,-2.435853e+00,-4.565596e+00,-3.733553e+01
31,-2.447687e+00,-1.058613e+01,-7.037943e+01,4.181107e+00,-4.634193e+00,-1.353078e+01,-2.533827e+00,-4.437720e+00,-2.654810e+01
32,-2.670204e+00,-9.400732e+00,-5.689954e+01,3.967004e+00,-4.617035e+00,-1.319139e+01,-2.614328e+00,-4.307743e+00,-2.374992e+01
33,-2.733992e+00,-9.426008e+00,-5.397841e+01,3.763943e+00,-4.586229e+00,-1.287451e+01,-2.694385e+00,-4.177817e+00,-2.267899e+01
34,-2.751122e+00,-8.889499e+00,-5.873026e+01,3.572324e+00,-4.560775e+00,-1.257676e+01,-2.760851e+00,-4.071222e+00,-2.342491e+01
35,-2.699754e+00,-9.319578e+00,-5.015598e+01,3.393122e+00,-4.535478e+00,-1.229456e+01,-2.813564e+00,-3.976467e+00,-2.184411e+01
36,-2.845077e+00,-8.901261e+00,-8.422540e+01,3.219838e+00,-4.502634e+00,-1.203208e+01,-2.856582e+00,-3.907778e+00,-2.091959e+01
37,-2.943566e+00,-9.046765e+00,-5.816507e+01,3.053260e+00,-4.483492e+00,-1.178644e+01,-2.891513e+00,-3.842701e+00,-1.969769e+01
38,-2.828009e+00,-8.803163e+00,-6.154306e+01,2.898490e+00,-4.452270e+00,-1.155070e+01,-2.931482e+00,-3.761950e+00,-1.838111e+01
39,-2.903114e+00,-8.225217e+00,-6.253231e+01,2.749730e+00,-4.422724e+00,-1.132897e+01,-2.965119e+00,-3.700941e+00,-1.659548e+01
40,-3.002144e+00,-8.375462e+00,-5.673719e+01,2.605934e+00,-4.398411e+00,-1.112080e+01,-2.989318e+00,-3.653581e+00,-1.599249e+01
41,-3.027952e+00,-8.143186e+00,-6.571671e+01,2.468522e+00,-4.377285e+00,-1.092341e+01,-3.014582e+00,-3.613983e+00,-1.505589e+01
42,-3.089757e+00,-8.292169e+00,-6.186210e+01,2.336182e+00,-4.359763e+00,-1.073690e+01,-3.030222e+00,-3.580545e+00,-1.444518e+01
43,-3.093128e+00,-7.723303e+00,-5.579200e+01,2.209919e+00,-4.338396e+00,-1.055914e+01,-3.047695e+00,-3.544506e+00,-1.362093e+01
44,-2.948181e+00,-7.993722e+00,-6.396885e+01,2.092689e+00,-4.315597e+00,-1.038616e+01,-3.064048e+00,-3.518428e+00,-1.286516e+01
45,-3.007568e+00,-7.868114e+00,-7.697310e+01,1.979350e+00,-4.297492e+00,-1.022219e+01,-3.078036e+00,-3.489873e+00,-1.183150e+01
46,-3.009975e+00,-7.950302e+00,-5.800537e+01,1.870887e+00,-4.277747e+00,-1.006541e+01,-3.091038e+00,-3.467156e+00,-1.114495e+01
47,-3.014093e+00,-7.609496e+00,-4.809062e+01,1.766951e+00,-4.261310e+00,-9.915378e+00,-3.102014e+00,-3.444725e+00,-1.072986e+01
48,-3.020788e+00,-8.271631e+00,-7.340489e+01,1.667206e+00,-4.241435e+00,-9.771741e+00,-3.114350e+00,-3.426737e+00,-1.010360e+01
49,-3.048329e+00,-8.109948e+00,-6.313065e+01,1.570971e+00,-4.221345e+00,-9.634528e+00,-3.125020e+00,-3.410813e+00,-9.737250e+00
50,-3.060430e+00,-8.191801e+00,-5.473483e+01,1.478343e+00,-4.202226e+00,-9.503047e+00,-3.132643e+00,-3.394845e+00,-9.188077e+00
51,-3.089574e+00,-7.911952e+00,-5.084559e+01,1.388776e+00,-4.185601e+00,-9.377293e+00,-3.139249e+00,-3.383566e+00,-8.329990e+00
52,-3.086686e+00,-8.051919e+00,-4.745306e+01,1.302709e+00,-4.169433e+00,-9.256320e+00,-3.148856e+00,-3.371024e+00,-8.268733e+00
