iter,point value,point opt_lb,point uni_opt_lb,agg value,agg opt_lb,agg uni_opt_lb,true value,true opt_lb,true uni_opt_lb
1,3.923812e+01,-8.373932e+01,-2.298176e+02,3.923812e+01,-8.373932e+01,-2.298176e+02,3.930216e+01,3.462548e+00,-1.176403e+02
2,2.547921e+01,-7.095074e+01,-2.644774e+02,3.235866e+01,-5.443811e+01,-1.333187e+02,2.520470e+01,-1.406074e+01,-2.004391e+02
3,1.662319e+01,-5.042639e+01,-5.434740e+02,2.711350e+01,-3.892612e+01,-1.542312e+02,1.639197e+01,-1.057439e+01,-3.491405e+02
4,1.105894e+01,-2.404615e+01,-4.371671e+02,2.309986e+01,-2.926881e+01,-1.157830e+02,1.125398e+01,-4.660009e+00,-2.137983e+02
5,8.552414e+00,-1.232959e+01,-1.269761e+02,2.019037e+01,-2.275557e+01,-9.272090e+01,8.793359e+00,-2.645514e+00,-1.116439e+02
6,7.545429e+00,-9.922014e+00,-1.242619e+02,1.808288e+01,-1.828389e+01,-7.603473e+01,7.658131e+00,-2.598444e+00,-1.042212e+02
7,6.775812e+00,-8.702594e+00,-1.444930e+02,1.646759e+01,-1.510398e+01,-6.460202e+01,6.822693e+00,-2.720542e+00,-8.567312e+01
8,6.136578e+00,-8.731191e+00,-1.295823e+02,1.517621e+01,-1.268529e+01,-5.576286e+01,6.184777e+00,-2.761429e+00,-1.092392e+02
9,5.730121e+00,-8.740519e+00,-1.203263e+02,1.412665e+01,-1.082218e+01,-4.893145e+01,5.688532e+00,-2.945296e+00,-1.169437e+02
10,5.171405e+00,-9.021237e+00,-1.117079e+02,1.323112e+01,-9.443662e+00,-4.352159e+01,5.253968e+00,-2.786271e+00,-1.022361e+02
11,4.648888e+00,-9.676354e+00,-1.221270e+02,1.245092e+01,-8.479871e+00,-3.914261e+01,4.747202e+00,-2.705097e+00,-8.545350e+01
12,4.125404e+00,-1.059468e+01,-1.114154e+02,1.175713e+01,-7.669665e+00,-3.553700e+01,4.213322e+00,-2.895735e+00,-7.824171e+01
13,3.835054e+00,-1.141041e+01,-1.048504e+02,1.114774e+01,-6.965224e+00,-3.250042e+01,3.757272e+00,-3.135972e+00,-9.146268e+01
14,3.275982e+00,-1.286223e+01,-7.783782e+01,1.058547e+01,-6.407516e+00,-2.994497e+01,3.299075e+00,-3.471096e+00,-6.561955e+01
15,2.778029e+00,-1.331710e+01,-9.183977e+01,1.006497e+01,-6.005177e+00,-2.776344e+01,2.833957e+00,-3.901167e+00,-5.851346e+01
16,2.268766e+00,-1.371223e+01,-8.163432e+01,9.577708e+00,-5.691583e+00,-2.582612e+01,2.392402e+00,-4.319151e+00,-5.574045e+01
17,1.805383e+00,-1.467516e+01,-9.463869e+01,9.120513e+00,-5.421595e+00,-2.420244e+01,1.908584e+00,-4.758961e+00,-5.324049e+01
18,1.478881e+00,-1.490713e+01,-1.031708e+02,8.695978e+00,-5.151934e+00,-2.277570e+01,1.432320e+00,-4.970069e+00,-5.294262e+01
19,9.392044e-01,-1.516189e+01,-7.402954e+01,8.287726e+00,-4.925833e+00,-2.201789e+01,9.520401e-01,-5.354231e+00,-5.287694e+01
20,7.491606e-01,-1.537513e+01,-7.306939e+01,7.910798e+00,-4.725961e+00,-2.120455e+01,5.533193e-01,-5.416196e+00,-5.061755e+01
21,2.596469e-01,-1.545020e+01,-9.296604e+01,7.546458e+00,-4.574958e+00,-2.058735e+01,2.180238e-01,-5.470160e+00,-5.244058e+01
22,-1.128246e-01,-1.520767e+01,-8.171973e+01,7.198308e+00,-4.468546e+00,-1.980892e+01,-1.353159e-01,-5.361775e+00,-4.823411e+01
23,-5.001584e-01,-1.364145e+01,-5.812231e+01,6.863592e+00,-4.381073e+00,-1.891427e+01,-5.206807e-01,-5.214638e+00,-4.869078e+01
24,-8.179002e-01,-1.319155e+01,-8.396592e+01,6.543530e+00,-4.301433e+00,-1.818775e+01,-8.305481e-01,-5.093879e+00,-4.346656e+01
25,-1.201748e+00,-1.300217e+01,-7.521071e+01,6.233719e+00,-4.253067e+00,-1.760601e+01,-1.061817e+00,-5.149718e+00,-4.358811e+01
26,-1.212164e+00,-1.229545e+01,-1.002934e+02,5.947339e+00,-4.203089e+00,-1.701829e+01,-1.338849e+00,-5.050270e+00,-3.380584e+01
27,-1.421052e+00,-1.215454e+01,-7.505398e+01,5.674436e+00,-4.148521e+00,-1.624471e+01,-1.546848e+00,-4.928514e+00,-3.817939e+01
28,-1.756584e+00,-1.163491e+01,-6.952709e+01,5.409042e+00,-4.102246e+00,-1.556055e+01,-1.760540e+00,-4.790292e+00,-3.803138e+01
29,-1.795685e+00,-1.156858e+01,-1.140562e+02,5.160603e+00,-4.073362e+00,-1.502148e+01,-1.911354e+00,-4.678291e+00,-3.400053e+01
30,-2.016241e+00,-1.080276e+01,-6.257884e+01,4.921375e+00,-4.048718e+00,-1.446766e+01,-2.054305e+00,-4.569724e+00,-3.338066e+01
31,-2.192145e+00,-9.834605e+00,-7.334674e+01,4.691907e+00,-4.032653e+00,-1.430563e+01,-2.214968e+00,-4.477002e+00,-3.412450e+01
32,-2.337268e+00,-1.003225e+01,-5.996918e+01,4.472245e+00,-4.010680e+00,-1.371396e+01,-2.335348e+00,-4.375032e+00,-2.986469e+01
33,-2.353313e+00,-9.709947e+00,-6.818837e+01,4.265410e+00,-3.995464e+00,-1.339477e+01,-2.448237e+00,-4.258824e+00,-2.426978e+01
34,-2.487868e+00,-9.059112e+00,-6.252193e+01,4.066784e+00,-3.979794e+00,-1.308053e+01,-2.528926e+00,-4.163426e+00,-2.412528e+01
35,-2.546207e+00,-9.324371e+00,-7.484392e+01,3.877841e+00,-3.967343e+00,-1.281479e+01,-2.595121e+00,-4.087032e+00,-2.379326e+01
36,-2.604812e+00,-9.170198e+00,-5.179547e+01,3.697768e+00,-3.950869e+00,-1.242050e+01,-2.667431e+00,-4.019394e+00,-2.338592e+01
37,-2.705929e+00,-9.044084e+00,-7.978974e+01,3.524695e+00,-3.932715e+00,-1.220216e+01,-2.714869e+00,-3.972767e+00,-2.330536e+01
38,-2.747011e+00,-8.710025e+00,-4.852366e+01,3.359650e+00,-3.924528e+00,-1.196434e+01,-2.772279e+00,-3.906507e+00,-2.297068e+01
39,-2.826959e+00,-8.086217e+00,-4.725178e+01,3.201019e+00,-3.918385e+00,-1.181564e+01,-2.827438e+00,-3.849455e+00,-2.264572e+01
40,-2.767248e+00,-8.515443e+00,-6.063048e+01,3.051812e+00,-3.905767e+00,-1.166055e+01,-2.870270e+00,-3.802271e+00,-2.242774e+01
