iter,point value,point opt_lb,point uni_opt_lb,agg value,agg opt_lb,agg uni_opt_lb,true value,true opt_lb,true uni_opt_lb
1,3.924266e+01,-8.399217e+01,-2.523901e+02,3.924266e+01,-8.399217e+01,-2.523901e+02,3.930216e+01,3.462548e+00,-1.176403e+02
2,2.688223e+01,-8.042659e+01,-3.601050e+02,3.306244e+01,-5.404148e+01,-1.896770e+02,2.674156e+01,-1.537672e+01,-2.065596e+02
3,1.669139e+01,-4.905418e+01,-2.764573e+02,2.760542e+01,-3.857192e+01,-1.222887e+02,1.684914e+01,-9.110971e+00,-1.508694e+02
4,1.156762e+01,-2.642967e+01,-2.588165e+02,2.359597e+01,-2.902232e+01,-9.030134e+01,1.164130e+01,-4.103806e+00,-1.562395e+02
5,8.979146e+00,-1.437986e+01,-1.460187e+02,2.067261e+01,-2.243214e+01,-7.058675e+01,9.023672e+00,-1.564749e+00,-1.270657e+02
6,7.614088e+00,-9.668642e+00,-1.444201e+02,1.849619e+01,-1.809979e+01,-5.760539e+01,7.625700e+00,-1.768741e+00,-9.514347e+01
7,6.596064e+00,-8.515741e+00,-1.105041e+02,1.679617e+01,-1.505937e+01,-4.847579e+01,6.726981e+00,-2.141416e+00,-9.356526e+01
8,5.970465e+00,-8.246962e+00,-1.252414e+02,1.544296e+01,-1.271141e+01,-4.169342e+01,6.033004e+00,-2.492385e+00,-9.569013e+01
9,5.445799e+00,-9.052055e+00,-1.519886e+02,1.433216e+01,-1.098103e+01,-3.647603e+01,5.492120e+00,-3.072920e+00,-9.656531e+01
10,4.905878e+00,-8.091216e+00,-1.246522e+02,1.338953e+01,-9.660968e+00,-3.235285e+01,5.010725e+00,-3.144123e+00,-9.944727e+01
11,4.531938e+00,-1.089046e+01,-1.231323e+02,1.258430e+01,-8.500836e+00,-2.901092e+01,4.473159e+00,-3.503551e+00,-7.758675e+01
12,3.955808e+00,-1.186141e+01,-1.169190e+02,1.186526e+01,-7.687060e+00,-2.627236e+01,3.910690e+00,-3.921052e+00,-7.315038e+01
13,3.327109e+00,-1.126759e+01,-1.292338e+02,1.120848e+01,-7.035737e+00,-2.400099e+01,3.376699e+00,-4.561244e+00,-8.406282e+01
14,2.739089e+00,-1.320094e+01,-1.041308e+02,1.060352e+01,-6.512200e+00,-2.210947e+01,2.830577e+00,-4.840441e+00,-5.898819e+01
15,2.270068e+00,-1.573817e+01,-9.604530e+01,1.004796e+01,-6.096677e+00,-2.049581e+01,2.370552e+00,-5.126830e+00,-6.511861e+01
16,1.844372e+00,-1.601690e+01,-1.109671e+02,9.535232e+00,-5.801241e+00,-1.910008e+01,1.822388e+00,-5.617191e+00,-7.685455e+01
17,1.317640e+00,-1.608283e+01,-1.211942e+02,9.051844e+00,-5.539914e+00,-1.790260e+01,1.367946e+00,-5.737357e+00,-6.306198e+01
18,8.294237e-01,-1.578868e+01,-9.621115e+01,8.595043e+00,-5.357984e+00,-1.686189e+01,8.954859e-01,-5.871308e+00,-6.486688e+01
19,4.701257e-01,-1.645097e+01,-8.149391e+01,8.167416e+00,-5.177094e+00,-1.594811e+01,5.455150e-01,-5.844128e+00,-6.289507e+01
20,5.345418e-02,-1.562457e+01,-8.245179e+01,7.761718e+00,-5.033402e+00,-1.515042e+01,1.612464e-01,-5.792710e+00,-5.737203e+01
21,-1.625445e-01,-1.500438e+01,-7.279419e+01,7.384372e+00,-4.847879e+00,-1.443821e+01,-2.389297e-01,-5.747480e+00,-5.368982e+01
22,-6.092252e-01,-1.469221e+01,-8.325203e+01,7.021027e+00,-4.743855e+00,-1.380955e+01,-6.420909e-01,-5.570092e+00,-5.348057e+01
