iter,point value,point opt_lb,point uni_opt_lb,agg value,agg opt_lb,agg uni_opt_lb,true value,true opt_lb,true uni_opt_lb
1,1.355260e+01,-1.820132e+01,-1.371527e+02,1.355260e+01,-1.820132e+01,-1.371527e+02,0.000000e+00,0.000000e+00,0.000000e+00
2,9.642406e+00,2.682725e+00,-9.446727e+01,1.159750e+01,-6.165045e+00,-6.858116e+01,0.000000e+00,0.000000e+00,0.000000e+00
3,9.025852e+00,1.358234e+00,-1.095061e+02,1.074029e+01,-1.987940e+00,-4.269333e+01,0.000000e+00,0.000000e+00,0.000000e+00
4,8.435035e+00,2.041742e-01,-7.272881e+01,1.016397e+01,-2.227718e-01,-2.991124e+01,0.000000e+00,0.000000e+00,0.000000e+00
5,7.787933e+00,-1.099141e+00,-7.035675e+01,9.688765e+00,8.484030e-01,-2.238960e+01,0.000000e+00,0.000000e+00,0.000000e+00
6,7.449813e+00,-2.820015e+00,-9.109652e+01,9.315606e+00,1.477883e+00,-1.924710e+01,0.000000e+00,0.000000e+00,0.000000e+00
7,6.781848e+00,-3.300103e+00,-8.370664e+01,8.953641e+00,1.868627e+00,-1.552854e+01,0.000000e+00,0.000000e+00,0.000000e+00
8,6.501754e+00,-4.430655e+00,-9.232197e+01,8.647155e+00,2.166023e+00,-1.710308e+01,0.000000e+00,0.000000e+00,0.000000e+00
9,6.296585e+00,-4.315256e+00,-1.392090e+02,8.385981e+00,2.414478e+00,-1.917780e+01,0.000000e+00,0.000000e+00,0.000000e+00
10,5.937466e+00,-2.948371e+00,-5.676845e+01,8.141129e+00,2.644443e+00,-1.666629e+01,0.000000e+00,0.000000e+00,0.000000e+00
11,5.690267e+00,-2.418863e+00,-7.679986e+01,7.918323e+00,2.799668e+00,-1.463388e+01,0.000000e+00,0.000000e+00,0.000000e+00
12,5.613411e+00,-3.695728e+00,-1.648946e+02,7.726247e+00,2.928556e+00,-1.294662e+01,0.000000e+00,0.000000e+00,0.000000e+00
13,5.624066e+00,-3.197976e+00,-6.511276e+01,7.564541e+00,3.057089e+00,-1.151809e+01,0.000000e+00,0.000000e+00,0.000000e+00
