iter,nu_lb,t_mix
0,9.336863e-04,1.358495e+03
1,1.200016e-06,1.830498e+04
2,1.137816e-07,2.112571e+04
3,2.262996e-07,1.218014e+04
4,1.781905e-07,7.558227e+03
5,2.631584e-07,6.852451e+03
6,5.793790e-07,9.317891e+03
7,1.131001e-06,8.630097e+03
8,1.195365e-06,1.207754e+04
9,2.859798e-06,8.166404e+03
10,4.379400e-06,5.919972e+03
11,5.110628e-06,5.341027e+03
12,5.674307e-06,4.715554e+03
13,5.946467e-06,4.405567e+03
14,6.910534e-06,3.744698e+03
15,6.819676e-06,3.734549e+03
16,7.702866e-06,3.215469e+03
17,8.727112e-06,2.216899e+03
18,1.009969e-05,1.197900e+03
19,9.641146e-06,1.119224e+03
20,9.875959e-06,1.264965e+03
21,1.028674e-05,9.692679e+02
22,1.059141e-05,7.412462e+02
23,1.061274e-05,7.297133e+02
24,1.069847e-05,7.487985e+02
25,1.057171e-05,7.396432e+02
26,1.057399e-05,7.049151e+02
27,1.058781e-05,6.645772e+02
28,1.061848e-05,6.073871e+02
29,1.075081e-05,4.912760e+02
30,1.082670e-05,4.204783e+02
31,1.087841e-05,3.559123e+02
32,1.098416e-05,3.050705e+02
33,1.100614e-05,3.007378e+02
34,1.107670e-05,2.067067e+02
35,1.093811e-05,1.607114e+02
36,1.103056e-05,2.535336e+02
37,1.101106e-05,3.293273e+02
38,1.090616e-05,4.846694e+02
39,1.100589e-05,3.756765e+02
40,1.107083e-05,3.518436e+02
41,1.111616e-05,2.956206e+02
42,1.087883e-05,5.458933e+02
43,1.095152e-05,4.728960e+02
44,1.098685e-05,4.222104e+02
45,1.101252e-05,4.284886e+02
46,1.102468e-05,4.216258e+02
47,1.106165e-05,4.079847e+02
48,1.107493e-05,4.027385e+02
49,1.108403e-05,3.955977e+02
50,1.110208e-05,3.946540e+02
51,1.108015e-05,3.928120e+02
52,1.103257e-05,3.928392e+02
53,1.105283e-05,3.915255e+02
54,1.105535e-05,3.932531e+02
55,1.072852e-05,3.909824e+02
56,1.073084e-05,3.827388e+02
57,1.074576e-05,3.796726e+02
58,1.078516e-05,3.680556e+02
59,1.079580e-05,3.351084e+02
60,1.081662e-05,2.950470e+02
61,1.081056e-05,2.227282e+02
62,1.083514e-05,1.677147e+02
63,1.084740e-05,1.327229e+02
64,1.086023e-05,1.195928e+02
65,1.086588e-05,1.094451e+02
66,1.086759e-05,8.611336e+01
67,1.087190e-05,7.876489e+01
68,1.086474e-05,7.874179e+01
69,1.085638e-05,8.163866e+01
70,1.086514e-05,8.045994e+01
71,1.086873e-05,7.872386e+01
72,1.076014e-05,3.789012e+02
73,1.076928e-05,3.565841e+02
74,1.076879e-05,3.595668e+02
75,1.079005e-05,2.915161e+02
76,1.081881e-05,2.469211e+02
77,1.087785e-05,1.374564e+02
78,1.085926e-05,9.978172e+01
79,1.085478e-05,8.804996e+01
80,1.089694e-05,8.203096e+01
81,1.085994e-05,8.162603e+01
82,1.084552e-05,8.153754e+01
83,1.084907e-05,8.082253e+01
84,1.085991e-05,7.930464e+01
85,1.081473e-05,2.573960e+02
86,1.075229e-05,3.747093e+02
87,1.075855e-05,3.723400e+02
88,1.076558e-05,3.557921e+02
89,1.075267e-05,3.805044e+02
90,1.075000e-05,3.771323e+02
91,1.075699e-05,3.472449e+02
92,1.077180e-05,3.242568e+02
93,1.078605e-05,2.629024e+02
94,1.080916e-05,2.057963e+02
95,1.082975e-05,1.525938e+02
96,1.085068e-05,8.859333e+01
97,1.085344e-05,8.049702e+01
98,1.086638e-05,8.065174e+01
99,1.080976e-05,2.164425e+02
100,1.075863e-05,3.872316e+02
101,1.076438e-05,3.777241e+02
102,1.066122e-05,4.492998e+02
103,1.068289e-05,3.942392e+02
104,1.074354e-05,3.152324e+02
105,1.077538e-05,2.313672e+02
106,1.080596e-05,1.124165e+02
107,1.081907e-05,8.185461e+01
108,1.079801e-05,8.055320e+01
109,1.079967e-05,8.266927e+01
110,1.083572e-05,8.234578e+01
111,1.081774e-05,8.180111e+01
112,1.083276e-05,8.152613e+01
113,1.077006e-05,2.609324e+02
114,1.075844e-05,2.476856e+02
115,1.077835e-05,1.785218e+02
116,1.078283e-05,1.767209e+02
117,1.079077e-05,1.404863e+02
118,1.078922e-05,1.666306e+02
119,1.079015e-05,1.233898e+02
120,1.078585e-05,1.318835e+02
121,1.079590e-05,8.400662e+01
122,1.079024e-05,1.092723e+02
123,1.080516e-05,8.297399e+01
124,1.080950e-05,7.990821e+01
125,1.080807e-05,7.981941e+01
126,1.080354e-05,7.994392e+01
127,1.080574e-05,7.986238e+01
128,1.080761e-05,7.988711e+01
129,1.080896e-05,8.024037e+01
130,1.081233e-05,8.024067e+01
131,1.080260e-05,8.031878e+01
132,1.080318e-05,8.020470e+01
133,1.080176e-05,8.034817e+01
134,1.080716e-05,8.022549e+01
135,1.080401e-05,8.031711e+01
136,1.080501e-05,8.030320e+01
137,1.080403e-05,8.028474e+01
138,1.080407e-05,8.027759e+01
139,1.079424e-05,8.038984e+01
140,1.077754e-05,8.005182e+01
141,1.075013e-05,8.012992e+01
142,1.079232e-05,8.010673e+01
143,1.078754e-05,8.008828e+01
144,1.076249e-05,7.999945e+01
145,1.077094e-05,8.002462e+01
146,1.077359e-05,8.004586e+01
147,1.075281e-05,8.021121e+01
148,1.075711e-05,8.014155e+01
149,1.075670e-05,8.015271e+01
150,1.075466e-05,8.020776e+01
151,1.075570e-05,8.018163e+01
152,1.075925e-05,7.982204e+01
153,1.065801e-05,3.121451e+02
154,1.068676e-05,2.252781e+02
155,1.070448e-05,1.728334e+02
156,1.073609e-05,9.586127e+01
157,1.073956e-05,8.002757e+01
158,1.074460e-05,7.964686e+01
159,1.074769e-05,7.948546e+01
160,1.076052e-05,7.946372e+01
161,1.077681e-05,8.000714e+01
162,1.076768e-05,7.998063e+01
163,1.077618e-05,8.000436e+01
164,1.078398e-05,8.001995e+01
165,1.079832e-05,8.004773e+01
166,1.077206e-05,8.008751e+01
167,1.076168e-05,8.008621e+01
168,1.076141e-05,8.009031e+01
169,1.075903e-05,8.011081e+01
170,1.076415e-05,8.013072e+01
171,1.076275e-05,8.013754e+01
172,1.076097e-05,8.020142e+01
173,1.077462e-05,8.013333e+01
174,1.076644e-05,8.011153e+01
175,1.076153e-05,8.012562e+01
176,1.076082e-05,8.009418e+01
177,1.076261e-05,8.011790e+01
178,1.076656e-05,8.012387e+01
179,1.077212e-05,8.010476e+01
180,1.079309e-05,8.010205e+01
181,1.076887e-05,8.010861e+01
182,1.077008e-05,8.008744e+01
183,1.076779e-05,8.002752e+01
184,1.076897e-05,8.004087e+01
185,1.076599e-05,8.008290e+01
186,1.076215e-05,8.010948e+01
187,1.076111e-05,8.013328e+01
188,1.076166e-05,8.018098e+01
189,1.076204e-05,8.020993e+01
190,1.076148e-05,8.021459e+01
191,1.075955e-05,8.026555e+01
192,1.075945e-05,8.029274e+01
193,1.075885e-05,8.030742e+01
194,1.075838e-05,8.029716e+01
195,1.075502e-05,8.032211e+01
196,1.075764e-05,8.028820e+01
197,1.075645e-05,8.029732e+01
198,1.075923e-05,8.028076e+01
199,1.075974e-05,8.024424e+01
