iter,nu_lb,t_mix
0,9.336863e-04,1.358495e+03
1,2.393456e-07,1.794557e+04
2,4.629187e-07,1.877702e+04
3,7.800329e-07,2.026293e+04
4,1.310753e-06,1.661934e+04
5,2.043660e-06,1.793991e+04
6,3.153866e-06,7.028880e+03
7,7.420604e-06,4.448768e+03
8,5.888039e-06,1.031400e+04
9,5.137281e-06,8.249857e+03
10,5.564877e-06,7.597965e+03
11,4.144900e-06,7.107101e+03
12,4.169430e-06,8.106063e+03
13,4.297681e-06,7.889015e+03
14,3.783673e-06,7.211964e+03
15,3.948040e-06,6.952198e+03
16,4.399562e-06,6.831037e+03
17,4.802359e-06,6.740395e+03
18,4.209377e-06,6.932527e+03
19,3.933915e-06,7.135878e+03
20,4.178722e-06,7.206319e+03
21,3.809089e-06,7.004000e+03
22,3.604793e-06,7.948377e+03
23,3.844884e-06,7.908854e+03
24,5.132612e-06,7.002856e+03
25,6.555797e-06,6.240015e+03
26,5.055125e-06,7.471445e+03
27,5.425762e-06,7.071069e+03
28,5.866146e-06,6.446975e+03
29,4.624931e-06,6.877615e+03
30,5.109684e-06,6.263618e+03
31,5.402880e-06,5.997334e+03
32,5.512386e-06,5.917980e+03
33,7.505371e-06,3.820754e+03
34,1.052073e-05,6.321793e+02
35,1.054896e-05,7.181720e+02
36,1.067125e-05,6.353274e+02
37,1.071600e-05,5.943607e+02
38,1.075363e-05,5.563608e+02
39,1.065377e-05,5.841680e+02
40,1.070752e-05,5.341268e+02
41,1.067869e-05,5.938003e+02
42,1.077938e-05,4.710810e+02
43,1.080151e-05,4.363364e+02
44,1.082761e-05,4.215908e+02
45,1.113440e-05,4.114454e+02
46,1.066507e-05,5.803323e+02
47,1.072129e-05,4.719721e+02
48,1.079616e-05,3.661119e+02
49,1.070722e-05,5.259565e+02
50,1.067038e-05,4.044171e+02
51,1.072422e-05,3.507442e+02
52,1.088597e-05,7.875650e+01
53,1.091420e-05,7.937321e+01
54,1.089253e-05,7.919387e+01
55,1.109101e-05,8.117723e+01
56,1.089965e-05,8.094566e+01
57,1.081827e-05,7.901118e+01
58,1.096728e-05,7.877106e+01
59,1.097115e-05,7.887029e+01
