iter,nu_lb,t_mix
0,9.336863e-04,1.358495e+03
1,1.171459e-06,4.750448e+03
2,1.495744e-06,2.381075e+04
3,4.641667e-06,2.030337e+04
4,1.550085e-06,1.944680e+04
5,2.088299e-06,1.594544e+04
6,2.372388e-06,1.505113e+04
7,2.494257e-06,1.489836e+04
8,2.863979e-06,1.198754e+04
9,4.477571e-06,5.972865e+03
10,5.201547e-06,4.199001e+03
11,6.181803e-06,2.761657e+03
12,6.679483e-06,2.497049e+03
13,7.604033e-06,2.366381e+03
14,8.191255e-06,2.372581e+03
15,8.601584e-06,2.097139e+03
16,5.552173e-06,8.131397e+03
17,6.929515e-06,7.872791e+03
18,7.452612e-06,7.393113e+03
19,7.769033e-06,7.363283e+03
20,7.480212e-06,7.095874e+03
21,1.024981e-05,5.189693e+03
22,1.038609e-05,4.409390e+03
23,1.164398e-05,3.106741e+03
24,1.219592e-05,2.430424e+03
25,1.031740e-05,1.518917e+03
26,1.015429e-05,1.008162e+03
27,1.068750e-05,6.777516e+02
28,1.309699e-05,6.328351e+02
29,1.047331e-05,6.008472e+02
30,1.115644e-05,5.358751e+02
31,1.133565e-05,7.575729e+02
32,1.144998e-05,7.449220e+02
33,1.142586e-05,7.404606e+02
34,1.130701e-05,7.336581e+02
35,1.136126e-05,6.964472e+02
36,1.139919e-05,6.806111e+02
37,1.150848e-05,6.215244e+02
38,1.149839e-05,5.172540e+02
39,1.108437e-05,4.304970e+02
40,1.114851e-05,2.746140e+02
41,1.095633e-05,1.711618e+02
42,1.068743e-05,7.191537e+02
43,1.078244e-05,6.501982e+02
44,1.085242e-05,6.326659e+02
45,1.094717e-05,5.249001e+02
46,1.079620e-05,5.647640e+02
47,1.079771e-05,5.243798e+02
48,1.103859e-05,3.834652e+02
49,1.101407e-05,3.146741e+02
50,1.110710e-05,1.913323e+02
51,1.109431e-05,1.506129e+02
52,1.085860e-05,1.483973e+02
53,1.105896e-05,1.981354e+02
54,1.087051e-05,1.846342e+02
55,1.086490e-05,1.092440e+02
56,1.070913e-05,2.973341e+02
57,1.072492e-05,2.209206e+02
58,1.074651e-05,1.880628e+02
59,1.079584e-05,1.115729e+02
60,1.082004e-05,8.001353e+01
61,1.081656e-05,8.027945e+01
62,1.082256e-05,7.959226e+01
63,1.083391e-05,7.994596e+01
64,1.085046e-05,7.992151e+01
65,1.085581e-05,8.036940e+01
66,1.109128e-05,7.836256e+01
67,1.093749e-05,7.836089e+01
68,1.093380e-05,7.841465e+01
69,1.090189e-05,7.851757e+01
70,1.103896e-05,7.854784e+01
71,1.104685e-05,7.852348e+01
72,1.099521e-05,7.839227e+01
73,1.091233e-05,7.864381e+01
74,1.091175e-05,7.876486e+01
75,1.086423e-05,7.864359e+01
76,1.082675e-05,1.714203e+02
77,1.083694e-05,1.027804e+02
78,1.084110e-05,8.768146e+01
79,1.090639e-05,1.219919e+02
80,1.091266e-05,1.145868e+02
