iter,nu_lb,t_mix
81,1.093424e-05,8.903134e+01
82,1.095712e-05,8.044873e+01
83,1.114534e-05,8.037562e+01
84,1.111419e-05,1.325904e+02
85,1.110874e-05,8.753300e+01
86,1.111196e-05,7.746055e+01
87,1.090653e-05,3.762779e+02
88,1.067388e-05,3.582142e+02
89,1.085085e-05,7.750942e+01
90,1.085484e-05,7.764790e+01
91,1.087418e-05,7.823687e+01
92,1.086180e-05,7.840120e+01
93,1.086092e-05,7.840035e+01
94,1.085632e-05,7.824890e+01
95,1.085380e-05,7.850610e+01
96,1.085417e-05,7.876913e+01
97,1.086059e-05,7.898327e+01
98,1.085771e-05,7.859820e+01
99,1.085130e-05,7.854571e+01
100,1.085080e-05,7.862058e+01
101,1.085400e-05,7.850176e+01
102,1.085561e-05,7.834120e+01
103,1.085546e-05,7.831216e+01
104,1.086207e-05,7.855792e+01
105,1.086478e-05,7.832749e+01
106,1.086948e-05,7.832199e+01
107,1.087031e-05,7.851753e+01
108,1.086668e-05,7.811278e+01
109,1.086396e-05,7.808857e+01
110,1.081261e-05,7.810665e+01
111,1.082386e-05,7.816201e+01
112,1.083078e-05,7.820400e+01
113,1.082180e-05,7.831718e+01
114,1.082611e-05,7.847193e+01
115,1.085522e-05,7.838985e+01
116,1.083344e-05,7.836011e+01
117,1.082334e-05,7.950367e+01
118,1.082814e-05,7.929451e+01
119,1.083117e-05,7.918261e+01
120,1.083545e-05,7.922562e+01
121,1.077611e-05,2.049005e+02
122,1.078976e-05,1.390102e+02
123,1.079017e-05,1.263350e+02
124,1.079166e-05,1.185659e+02
125,1.078745e-05,1.415139e+02
126,1.079258e-05,7.949731e+01
127,1.080072e-05,7.990953e+01
128,1.080610e-05,8.045427e+01
129,1.080777e-05,8.129768e+01
130,1.080471e-05,8.143071e+01
131,1.077775e-05,8.499205e+01
132,1.080051e-05,8.178956e+01
133,1.068368e-05,3.309757e+02
134,1.089570e-05,2.831669e+02
135,1.092338e-05,2.590172e+02
136,1.096369e-05,2.150544e+02
137,1.076233e-05,2.043970e+02
138,1.078238e-05,1.558850e+02
139,1.079299e-05,9.468129e+01
140,1.080074e-05,8.269405e+01
141,1.080440e-05,8.235832e+01
142,1.080974e-05,8.183492e+01
143,1.081043e-05,8.207730e+01
144,1.081046e-05,8.237827e+01
145,1.081304e-05,8.160353e+01
146,1.081382e-05,8.078600e+01
147,1.068954e-05,3.877516e+02
148,1.056847e-05,7.546734e+02
149,1.056755e-05,7.520485e+02
150,1.057161e-05,7.444111e+02
151,1.056998e-05,7.474665e+02
152,1.060099e-05,6.552356e+02
153,1.063270e-05,5.618001e+02
154,1.066889e-05,4.547052e+02
155,1.073127e-05,2.658753e+02
156,1.074542e-05,1.715359e+02
157,1.076670e-05,1.283251e+02
158,1.078354e-05,9.202573e+01
159,1.079107e-05,7.895833e+01
160,1.079701e-05,7.844832e+01
161,1.079810e-05,7.871566e+01
162,1.080360e-05,7.826151e+01
163,1.080789e-05,7.844591e+01
164,1.080909e-05,7.855118e+01
165,1.081360e-05,7.969453e+01
166,1.081847e-05,8.080238e+01
167,1.081802e-05,8.074774e+01
168,1.081844e-05,8.067389e+01
169,1.082031e-05,8.073226e+01
170,1.082037e-05,7.939906e+01
171,1.082051e-05,7.942917e+01
172,1.082223e-05,7.947900e+01
173,1.082283e-05,7.960003e+01
174,1.082278e-05,7.967238e+01
175,1.081356e-05,8.321221e+01
176,1.081797e-05,8.307494e+01
177,1.081065e-05,8.322647e+01
178,1.081115e-05,8.277376e+01
179,1.081315e-05,7.976975e+01
180,1.081219e-05,7.978305e+01
181,1.081159e-05,7.977218e+01
182,1.081123e-05,7.978208e+01
183,1.081247e-05,7.980238e+01
184,1.081483e-05,7.978212e+01
185,1.081314e-05,7.978604e+01
186,1.081269e-05,7.980379e+01
187,1.080848e-05,8.038036e+01
188,1.080824e-05,8.035276e+01
189,1.080808e-05,8.034641e+01
190,1.080900e-05,8.030695e+01
191,1.080991e-05,8.028587e+01
192,1.081175e-05,8.030353e+01
193,1.081843e-05,8.027584e+01
194,1.081446e-05,8.053675e+01
195,1.081466e-05,8.048588e+01
196,1.081581e-05,8.044147e+01
197,1.081581e-05,8.047219e+01
198,1.081708e-05,8.046322e+01
199,1.081697e-05,8.045138e+01
