iter,average value,advantage gap,greedy advantage gap
1,1.602132e+01,4.237034e+00,1.142126e+00
2,-2.968333e+01,4.175688e+00,1.142126e+00
3,-7.538845e+01,4.114328e+00,1.142126e+00
4,-1.210947e+02,4.052953e+00,1.142126e+00
5,-1.668029e+02,3.991564e+00,1.142126e+00
6,-2.125137e+02,3.930160e+00,1.142126e+00
7,-2.582133e+02,3.868732e+00,1.142126e+00
8,-3.035421e+02,3.806831e+00,1.142126e+00
9,-3.480157e+02,3.746707e+00,1.142126e+00
10,-3.912246e+02,3.693488e+00,1.142126e+00
11,-4.329728e+02,3.639413e+00,1.142126e+00
12,-4.728359e+02,3.586630e+00,1.142126e+00
13,-5.106693e+02,3.536281e+00,1.142126e+00
14,-5.465116e+02,3.491206e+00,1.142126e+00
15,-5.803504e+02,3.450354e+00,1.142126e+00
16,-6.122969e+02,3.411240e+00,1.142126e+00
17,-6.423368e+02,3.374894e+00,1.142126e+00
18,-6.706343e+02,3.339018e+00,1.142126e+00
19,-6.972520e+02,3.305388e+00,1.142126e+00
20,-7.224569e+02,3.273889e+00,8.963440e-01
21,-7.463652e+02,3.244254e+00,8.963440e-01
22,-7.690978e+02,3.215655e+00,8.963440e-01
23,-7.907983e+02,3.189133e+00,8.963440e-01
24,-8.115668e+02,3.162806e+00,8.963440e-01
25,-8.314788e+02,3.139492e+00,8.963440e-01
26,-8.505524e+02,3.117027e+00,8.963440e-01
27,-8.689023e+02,3.095146e+00,8.963440e-01
28,-8.864763e+02,3.073071e+00,8.963440e-01
29,-9.033981e+02,3.051410e+00,8.963440e-01
30,-9.196750e+02,3.030671e+00,8.963440e-01
31,-9.353764e+02,3.010140e+00,8.963440e-01
32,-9.505821e+02,2.990733e+00,8.963440e-01
33,-9.652647e+02,2.971148e+00,8.963440e-01
34,-9.795096e+02,2.951724e+00,8.963440e-01
35,-9.932237e+02,2.932567e+00,8.963440e-01
36,-1.006499e+03,2.914304e+00,8.963440e-01
37,-1.019375e+03,2.896899e+00,8.963440e-01
38,-1.031884e+03,2.879555e+00,8.963440e-01
39,-1.044023e+03,2.862107e+00,8.963440e-01
40,-1.055817e+03,2.844569e+00,8.963440e-01
41,-1.067306e+03,2.826949e+00,8.963440e-01
42,-1.078474e+03,2.809267e+00,8.963440e-01
43,-1.089328e+03,2.791967e+00,8.963440e-01
44,-1.099847e+03,2.775277e+00,8.963440e-01
45,-1.110077e+03,2.759381e+00,8.963440e-01
46,-1.120063e+03,2.743740e+00,8.963440e-01
47,-1.129796e+03,2.727932e+00,8.963440e-01
48,-1.139290e+03,2.712086e+00,8.963440e-01
49,-1.148590e+03,2.696555e+00,8.963440e-01
50,-1.157687e+03,2.682149e+00,8.963440e-01
51,-1.166553e+03,2.668703e+00,8.963440e-01
52,-1.175239e+03,2.655579e+00,8.963440e-01
53,-1.183747e+03,2.642657e+00,8.963440e-01
54,-1.192062e+03,2.629670e+00,8.963440e-01
55,-1.200202e+03,2.616634e+00,8.963440e-01
56,-1.208202e+03,2.603707e+00,8.963440e-01
57,-1.216042e+03,2.591381e+00,8.963440e-01
58,-1.223730e+03,2.579340e+00,8.963440e-01
59,-1.231278e+03,2.567363e+00,8.963440e-01
60,-1.238700e+03,2.555316e+00,8.963440e-01
61,-1.245983e+03,2.543450e+00,8.963440e-01
62,-1.253146e+03,2.531566e+00,8.963440e-01
63,-1.260190e+03,2.519665e+00,8.963440e-01
64,-1.267101e+03,2.508069e+00,8.963440e-01
65,-1.273908e+03,2.496814e+00,8.963440e-01
66,-1.280603e+03,2.485575e+00,8.963440e-01
67,-1.287182e+03,2.474337e+00,8.963440e-01
68,-1.293658e+03,2.463264e+00,8.963440e-01
69,-1.300032e+03,2.452763e+00,8.963440e-01
70,-1.306309e+03,2.442159e+00,8.963440e-01
71,-1.312491e+03,2.431740e+00,8.963440e-01
72,-1.318572e+03,2.421717e+00,8.963440e-01
73,-1.324551e+03,2.411865e+00,8.963440e-01
74,-1.330455e+03,2.401969e+00,8.963440e-01
75,-1.336267e+03,2.392328e+00,8.963440e-01
76,-1.341982e+03,2.382768e+00,8.963440e-01
77,-1.347623e+03,2.373166e+00,8.963440e-01
78,-1.353215e+03,2.363561e+00,8.963440e-01
79,-1.358743e+03,2.353958e+00,8.963440e-01
80,-1.364199e+03,2.344355e+00,8.963440e-01
81,-1.369585e+03,2.334727e+00,8.963440e-01
82,-1.374893e+03,2.325076e+00,8.963440e-01
83,-1.380140e+03,2.315744e+00,8.963440e-01
84,-1.385310e+03,2.306666e+00,8.963440e-01
85,-1.390419e+03,2.297798e+00,8.963440e-01
86,-1.395460e+03,2.288967e+00,8.963440e-01
87,-1.400448e+03,2.280141e+00,8.963440e-01
88,-1.405377e+03,2.271308e+00,8.963440e-01
89,-1.410239e+03,2.262576e+00,8.963440e-01
90,-1.415049e+03,2.254052e+00,8.963440e-01
91,-1.419812e+03,2.245533e+00,8.963440e-01
92,-1.424520e+03,2.237009e+00,8.963440e-01
93,-1.429162e+03,2.228462e+00,8.963440e-01
94,-1.433767e+03,2.219954e+00,8.963440e-01
95,-1.438315e+03,2.211736e+00,8.963440e-01
96,-1.442800e+03,2.203472e+00,8.963440e-01
97,-1.447234e+03,2.195201e+00,8.963440e-01
98,-1.451622e+03,2.186937e+00,8.963440e-01
99,-1.455950e+03,2.178670e+00,8.963440e-01
100,-1.460240e+03,2.170403e+00,8.963440e-01
110,-1.500431e+03,2.091121e+00,8.889419e-01
120,-1.536737e+03,2.018060e+00,8.889419e-01
130,-1.569817e+03,1.949879e+00,8.889419e-01
140,-1.600052e+03,1.889561e+00,8.889419e-01
150,-1.627915e+03,1.838856e+00,8.889418e-01
160,-1.653879e+03,1.793287e+00,8.889418e-01
170,-1.678105e+03,1.750768e+00,8.889418e-01
180,-1.700622e+03,1.709846e+00,8.889418e-01
190,-1.721694e+03,1.671695e+00,8.889418e-01
200,-1.741561e+03,1.633889e+00,8.889418e-01
210,-1.760158e+03,1.595808e+00,8.889418e-01
220,-1.777631e+03,1.557477e+00,8.889418e-01
230,-1.794357e+03,1.519182e+00,8.889418e-01
240,-1.810405e+03,1.480753e+00,8.889418e-01
250,-1.825721e+03,1.442208e+00,5.287722e-01
260,-1.840334e+03,1.405836e+00,5.287722e-01
270,-1.854238e+03,1.370091e+00,5.287722e-01
280,-1.867507e+03,1.335298e+00,5.287722e-01
290,-1.880243e+03,1.302757e+00,5.287722e-01
300,-1.892527e+03,1.271516e+00,5.287722e-01
310,-1.904260e+03,1.240498e+00,5.287722e-01
320,-1.915606e+03,1.209726e+00,5.287722e-01
330,-1.926543e+03,1.179173e+00,5.287722e-01
340,-1.937108e+03,1.148805e+00,5.287722e-01
350,-1.947246e+03,1.119781e+00,5.287722e-01
360,-1.957065e+03,1.090959e+00,5.287722e-01
370,-1.966519e+03,1.062242e+00,5.287722e-01
380,-1.975721e+03,1.033587e+00,5.287722e-01
390,-1.984683e+03,1.004916e+00,5.287722e-01
400,-1.993402e+03,9.764810e-01,5.287722e-01
410,-2.001887e+03,9.482764e-01,5.287722e-01
420,-2.010141e+03,9.210223e-01,3.459177e-01
430,-2.018182e+03,8.949425e-01,3.459177e-01
440,-2.025939e+03,8.696786e-01,3.459177e-01
450,-2.033461e+03,8.554584e-01,3.459177e-01
460,-2.040831e+03,8.460028e-01,3.459177e-01
470,-2.047973e+03,8.365318e-01,3.459177e-01
480,-2.054942e+03,8.270300e-01,3.459177e-01
490,-2.061710e+03,8.175139e-01,3.459177e-01
500,-2.068340e+03,8.079659e-01,3.459177e-01
510,-2.074811e+03,7.983900e-01,3.459177e-01
520,-2.081062e+03,7.888063e-01,3.459177e-01
530,-2.087189e+03,7.791802e-01,3.459177e-01
540,-2.093222e+03,7.695097e-01,3.459177e-01
550,-2.099187e+03,7.597934e-01,3.459177e-01
560,-2.104980e+03,7.500748e-01,3.459177e-01
570,-2.110649e+03,7.404206e-01,3.459177e-01
580,-2.116261e+03,7.307244e-01,3.459177e-01
590,-2.121732e+03,7.216130e-01,3.459177e-01
600,-2.127039e+03,7.141327e-01,3.459177e-01
610,-2.132238e+03,7.066163e-01,3.459177e-01
620,-2.137353e+03,6.990651e-01,3.459177e-01
630,-2.142275e+03,6.916391e-01,1.761781e-01
640,-2.146983e+03,6.842082e-01,1.761781e-01
650,-2.151557e+03,6.767323e-01,1.761781e-01
660,-2.156026e+03,6.692246e-01,1.761781e-01
670,-2.160421e+03,6.616869e-01,1.761781e-01
680,-2.164713e+03,6.541032e-01,1.761781e-01
690,-2.168901e+03,6.464711e-01,1.761781e-01
700,-2.172968e+03,6.387870e-01,1.761781e-01
710,-2.176999e+03,6.310499e-01,1.761781e-01
720,-2.180989e+03,6.232594e-01,1.761781e-01
730,-2.184887e+03,6.154149e-01,1.761781e-01
740,-2.188716e+03,6.075140e-01,1.761781e-01
750,-2.192469e+03,5.995570e-01,1.761781e-01
760,-2.196108e+03,5.915477e-01,1.761781e-01
770,-2.199698e+03,5.834781e-01,1.761781e-01
780,-2.203243e+03,5.753551e-01,1.761781e-01
790,-2.206717e+03,5.672370e-01,1.761781e-01
800,-2.210113e+03,5.590641e-01,1.761781e-01
810,-2.213458e+03,5.508219e-01,1.761781e-01
820,-2.216796e+03,5.425087e-01,1.761781e-01
830,-2.220044e+03,5.341480e-01,1.761781e-01
840,-2.223196e+03,5.257290e-01,1.761781e-01
850,-2.226307e+03,5.180322e-01,1.761781e-01
860,-2.229371e+03,5.113577e-01,1.761781e-01
870,-2.232420e+03,5.046653e-01,1.761781e-01
880,-2.235440e+03,4.979461e-01,1.761781e-01
890,-2.238426e+03,4.916393e-01,1.761781e-01
900,-2.241360e+03,4.856976e-01,1.761781e-01
910,-2.244246e+03,4.797399e-01,1.761781e-01
920,-2.247099e+03,4.744308e-01,1.761781e-01
930,-2.249891e+03,4.692978e-01,1.761781e-01
940,-2.252639e+03,4.643364e-01,1.761781e-01
950,-2.255363e+03,4.599302e-01,1.761781e-01
960,-2.258059e+03,4.555178e-01,1.761781e-01
970,-2.260714e+03,4.510975e-01,1.761781e-01
980,-2.263353e+03,4.466693e-01,1.761781e-01
990,-2.265961e+03,4.422330e-01,1.761781e-01
1000,-2.268526e+03,4.377889e-01,1.761781e-01
1010,-2.271038e+03,4.333459e-01,1.761781e-01
1020,-2.273531e+03,4.288941e-01,1.761781e-01
1030,-2.275981e+03,4.244333e-01,1.761781e-01
1040,-2.278410e+03,4.199635e-01,1.761781e-01
1050,-2.280811e+03,4.154844e-01,1.761781e-01
1060,-2.283179e+03,4.109961e-01,1.761781e-01
1070,-2.285526e+03,4.064983e-01,1.761781e-01
1080,-2.287823e+03,4.023865e-01,1.761781e-01
1090,-2.290081e+03,3.987078e-01,1.761781e-01
1100,-2.292328e+03,3.952594e-01,1.761781e-01
1110,-2.294564e+03,3.918246e-01,1.761781e-01
1120,-2.296788e+03,3.883714e-01,1.761781e-01
1130,-2.299011e+03,3.848995e-01,1.761781e-01
1140,-2.301222e+03,3.814086e-01,1.761781e-01
1150,-2.303398e+03,3.778985e-01,1.761781e-01
1160,-2.305526e+03,3.743689e-01,1.761781e-01
1170,-2.307633e+03,3.708193e-01,1.761781e-01
1180,-2.309721e+03,3.672496e-01,1.761781e-01
1190,-2.311796e+03,3.636593e-01,1.761781e-01
1200,-2.313837e+03,3.600482e-01,1.761781e-01
1210,-2.315861e+03,3.564162e-01,1.761781e-01
1220,-2.317872e+03,3.527635e-01,1.761781e-01
1230,-2.319869e+03,3.492899e-01,1.761781e-01
1240,-2.321848e+03,3.459890e-01,1.761781e-01
1250,-2.323814e+03,3.426660e-01,1.761781e-01
1260,-2.325732e+03,3.393206e-01,1.761781e-01
1270,-2.327611e+03,3.359522e-01,7.750153e-02
1280,-2.329449e+03,3.325607e-01,7.750153e-02
1290,-2.331277e+03,3.291456e-01,7.750153e-02
1300,-2.333083e+03,3.257065e-01,7.750153e-02
1310,-2.334869e+03,3.222430e-01,7.750153e-02
1320,-2.336613e+03,3.187687e-01,7.750153e-02
