iter,average value,advantage gap
1,1.076359e+03,8.672735e+01
2,1.001389e+03,7.371627e+00
3,1.000947e+03,1.262045e-01
4,1.000881e+03,2.372981e-02
5,1.000863e+03,3.982290e-02
6,1.000860e+03,1.437574e-04
7,1.000860e+03,1.692584e-07
8,1.000860e+03,5.684342e-13
8,1.000860e+03,5.684342e-13
