iter,average value,advantage gap
1,1.010866e+03,1.644709e+01
2,1.000544e+03,3.726568e+00
3,1.000410e+03,5.400319e-02
4,1.000370e+03,2.130439e-02
5,1.000330e+03,3.209026e-02
6,1.000315e+03,8.147736e-03
7,1.000304e+03,1.310763e-02
8,1.000299e+03,1.195809e-03
9,1.000296e+03,4.747965e-04
10,1.000294e+03,2.093986e-04
11,1.000293e+03,2.320545e-05
12,1.000292e+03,1.751154e-04
13,1.000292e+03,7.417453e-07
14,1.000292e+03,5.684342e-13
14,1.000292e+03,5.684342e-13
