iter,average value,advantage gap
1,1.006800e+03,1.263356e+01
2,1.000309e+03,3.619831e+00
3,1.000257e+03,6.895371e-02
4,1.000251e+03,3.269735e-02
5,1.000245e+03,3.946341e-03
6,1.000244e+03,4.803520e-02
7,1.000244e+03,2.499070e-04
8,1.000244e+03,4.610873e-06
9,1.000244e+03,3.102111e-07
10,1.000244e+03,5.684342e-13
10,1.000244e+03,5.684342e-13
