iter,average value,advantage gap
1,2.581928e+03,1.397530e+03
2,1.055960e+03,3.265264e+01
3,1.041174e+03,1.215254e+00
4,1.039987e+03,4.082242e-01
5,1.039781e+03,4.501590e-02
6,1.039766e+03,1.099276e-02
7,1.039763e+03,2.784199e-04
8,1.039763e+03,1.818989e-12
8,1.039763e+03,1.818989e-12
