iter,average value,advantage gap
1,2.192580e+03,1.454419e+03
2,1.015291e+03,4.909287e+01
3,1.014083e+03,4.868019e+00
4,1.013891e+03,1.758124e+00
5,1.013880e+03,5.493461e-03
6,1.013880e+03,1.705303e-12
6,1.013880e+03,1.705303e-12
