iter,average value,advantage gap
1,1.009259e+03,1.087169e+01
2,1.000288e+03,1.258738e-01
3,1.000254e+03,6.228713e-02
4,1.000250e+03,2.556569e-02
5,1.000249e+03,7.578101e-04
6,1.000249e+03,7.563408e-05
7,1.000249e+03,1.897697e-05
8,1.000249e+03,1.023821e-05
9,1.000249e+03,1.598207e-06
10,1.000249e+03,1.136868e-12
10,1.000249e+03,1.136868e-12
