iter,average value,advantage gap
1,1.015704e+03,1.490269e+01
2,1.000540e+03,3.720287e+00
3,1.000408e+03,1.078628e-01
4,1.000361e+03,2.206994e-01
5,1.000316e+03,2.767025e-02
6,1.000308e+03,7.638162e-03
7,1.000307e+03,3.724201e-03
8,1.000307e+03,3.277179e-06
9,1.000307e+03,1.136868e-12
9,1.000307e+03,1.136868e-12
