iter,average value,advantage gap
1,1.188312e+01,7.437026e+00
2,1.022710e+01,2.682362e-01
3,1.022129e+01,5.210682e-02
4,1.022103e+01,8.361581e-04
5,1.022102e+01,8.063646e-05
6,1.022102e+01,2.391554e-05
7,1.022102e+01,5.684342e-14
7,1.022102e+01,5.684342e-14
