iter,average value,advantage gap
1,1.336409e+01,7.406500e+00
2,1.034621e+01,2.930773e-01
3,1.033537e+01,1.342522e-01
4,1.033456e+01,4.709122e-03
5,1.033448e+01,1.831086e-03
6,1.033447e+01,1.096698e-06
7,1.033447e+01,2.644567e-06
8,1.033447e+01,1.329674e-06
9,1.033447e+01,1.776357e-14
9,1.033447e+01,1.776357e-14
