iter,average value,advantage gap
1,1.183290e+01,7.427640e+00
2,1.024045e+01,4.158794e-01
3,1.022396e+01,4.705410e-02
4,1.022314e+01,4.858997e-04
5,1.022312e+01,1.063049e-05
6,1.022312e+01,1.421085e-14
6,1.022312e+01,1.421085e-14
