iter,average value,advantage gap
1,1.196471e+01,7.395552e+00
2,1.024311e+01,3.208934e-01
3,1.023252e+01,6.001172e-02
4,1.023153e+01,3.398862e-03
5,1.023145e+01,9.481668e-06
6,1.023145e+01,2.309264e-14
6,1.023145e+01,2.309264e-14
