iter,average value,advantage gap,greedy advantage gap
1,1.123911e+02,1.228207e+01,3.687161e+00
2,1.120120e+02,1.162412e+01,3.687181e+00
3,1.113217e+02,1.043909e+01,3.687238e+00
4,1.101570e+02,8.481028e+00,3.687237e+00
5,1.084071e+02,6.319341e+00,2.200163e+00
6,1.061466e+02,4.303344e+00,1.836830e+00
7,1.039080e+02,2.418986e+00,1.481455e+00
8,1.023135e+02,1.105509e+00,9.738207e-01
9,1.016792e+02,8.385658e-01,9.081295e-01
10,1.013536e+02,1.403297e+00,9.631159e-01
11,1.009834e+02,1.206118e+00,1.766811e-01
12,1.006223e+02,2.928639e-01,1.554688e-01
13,1.005373e+02,1.314025e-01,1.558571e-01
14,1.004691e+02,6.087782e-02,1.588221e-01
15,1.004213e+02,3.512959e-02,1.576201e-01
16,1.003330e+02,2.305954e-02,1.806514e-02
17,1.003211e+02,2.647699e-02,2.213838e-02
18,1.003108e+02,1.383670e-02,3.533214e-02
19,1.003037e+02,8.241475e-03,1.944946e-02
20,1.002979e+02,3.328510e-02,1.997950e-02
21,1.002942e+02,1.471760e-02,5.635070e-03
22,1.002920e+02,4.259983e-03,1.662223e-04
23,1.002911e+02,4.305497e-04,1.665123e-04
24,1.002906e+02,2.520768e-04,1.727041e-04
25,1.002903e+02,9.898096e-05,6.684792e-06
26,1.002902e+02,2.720922e-05,6.684792e-06
27,1.002902e+02,1.661532e-05,6.684782e-06
28,1.002901e+02,2.567210e-06,6.683084e-06
29,1.002901e+02,1.275671e-06,1.565826e-07
30,1.002901e+02,5.516916e-07,2.180670e-08
31,1.002901e+02,2.853898e-07,9.947598e-14
31,1.002901e+02,2.853898e-07,9.947598e-14
