iter,average value,advantage gap
1,-1.939881e+02,7.722478e+00
2,-2.398855e+03,2.668885e+00
3,-2.524045e+03,4.620801e-01
4,-2.530920e+03,9.094947e-13
4,-2.530920e+03,9.094947e-13
