iter,average value,advantage gap
1,6.653836e+01,8.430628e+00
2,-2.470048e+03,1.638790e+00
3,-2.554292e+03,1.209712e-01
4,-2.555799e+03,4.547474e-13
4,-2.555799e+03,4.547474e-13
