iter,average value,advantage gap
1,1.649150e+02,8.074789e+00
2,-2.335056e+03,2.070628e+00
3,-2.489858e+03,5.854456e-01
4,-2.497579e+03,2.465197e-02
5,-2.497733e+03,4.547474e-13
5,-2.497733e+03,4.547474e-13
