iter,average value,advantage gap
1,-3.833634e+01,8.519033e+00
2,-2.356650e+03,3.489274e+00
3,-2.547620e+03,5.593993e-01
4,-2.564017e+03,4.547474e-13
4,-2.564017e+03,4.547474e-13
