iter,average value,advantage gap
1,-6.380569e+01,7.658736e+00
2,-2.458402e+03,1.828973e+00
3,-2.573332e+03,2.838144e-01
4,-2.578964e+03,3.566804e-03
5,-2.578992e+03,4.547474e-13
5,-2.578992e+03,4.547474e-13
