iter,average value,advantage gap
1,1.245448e+02,6.166728e+00
2,-2.337568e+03,2.805883e+00
3,-2.523348e+03,4.348274e-01
4,-2.532064e+03,1.906719e-01
5,-2.533709e+03,4.547474e-13
5,-2.533709e+03,4.547474e-13
