iter,average value,advantage gap
1,1.444964e+02,1.030207e+01
2,1.004315e+02,9.748526e+00
3,9.370431e+01,1.478198e+01
4,7.970826e+01,2.494600e+01
5,3.777012e+01,1.890930e+01
6,3.139780e+01,6.856532e+00
7,2.947907e+01,1.288726e+00
8,2.910241e+01,1.130878e+00
9,2.905239e+01,1.857579e-01
10,2.903980e+01,2.842171e-14
10,2.903980e+01,2.842171e-14
