iter,average value,advantage gap
1,1.448702e+02,1.021475e+01
2,1.004657e+02,9.758190e+00
3,9.246260e+01,1.593452e+01
4,5.632337e+01,3.818796e+01
5,3.253705e+01,8.445552e+00
6,3.200988e+01,1.697117e-01
7,3.195405e+01,5.302555e-03
8,3.195267e+01,7.531706e-05
9,3.195266e+01,2.131628e-14
9,3.195266e+01,2.131628e-14
