iter,average value,advantage gap
1,1.429936e+02,1.697077e+01
2,1.003087e+02,9.411798e+00
3,9.899016e+01,1.007277e+01
4,9.234473e+01,1.434880e+01
5,8.020944e+01,2.231339e+01
6,5.001558e+01,2.035111e+00
7,4.932452e+01,5.632018e-01
8,4.928131e+01,4.334053e-01
9,4.926499e+01,1.915842e-03
10,4.926495e+01,2.194415e-04
11,4.926495e+01,7.105427e-14
11,4.926495e+01,7.105427e-14
