iter,average value,advantage gap
1,1.416978e+02,1.365858e+01
2,9.931200e+01,1.031931e+01
3,9.547905e+01,1.343984e+01
4,7.788092e+01,2.709304e+01
5,2.684699e+01,8.455322e+00
6,2.362963e+01,1.649604e+00
7,2.338718e+01,1.175443e-01
8,2.337638e+01,7.275746e-03
9,2.337612e+01,6.477636e-03
10,2.337597e+01,1.421085e-14
10,2.337597e+01,1.421085e-14
