iter,average value,advantage gap
1,1.421340e+02,1.186054e+01
2,1.000652e+02,9.420424e+00
3,9.907379e+01,9.985693e+00
4,7.853796e+01,2.309566e+01
5,5.931063e+01,3.395725e+01
6,4.744472e+01,5.380618e-01
7,4.741990e+01,1.615949e-01
8,4.741411e+01,8.525184e-07
9,4.741411e+01,3.552714e-14
9,4.741411e+01,3.552714e-14
