iter,average value,advantage gap
1,1.435209e+02,1.371671e+01
2,9.759721e+01,1.134260e+01
3,8.837814e+01,1.781929e+01
4,7.506732e+01,2.722925e+01
5,4.284915e+01,1.420180e+00
6,4.251262e+01,1.816637e-01
7,4.249527e+01,2.513824e-02
8,4.249403e+01,2.135954e-02
9,4.249271e+01,1.773425e-04
10,4.249271e+01,3.552714e-14
10,4.249271e+01,3.552714e-14
