iter,point value,point opt_lb,point uni_opt_lb,agg value,agg opt_lb,agg uni_opt_lb,true value,true opt_lb,true uni_opt_lb
1,3.630239e+02,-3.423435e+03,-9.495827e+03,3.630239e+02,-3.423435e+03,-9.495827e+03,3.943987e+02,-8.570916e+00,-1.084205e+03
2,4.003059e+02,-1.690834e+04,-7.821854e+04,3.816649e+02,-8.691509e+03,-3.700741e+04,4.357052e+02,-9.972732e+03,-7.832890e+04
3,3.206109e+02,-1.445616e+04,-8.446307e+04,3.613136e+02,-8.811220e+03,-4.015891e+04,3.534326e+02,-1.384370e+04,-8.964657e+04
4,1.562886e+02,-5.717838e+03,-8.254844e+04,3.100573e+02,-7.542761e+03,-3.573701e+04,1.691180e+02,-5.874982e+03,-8.983088e+04
5,9.426666e+01,-1.660319e+02,-1.624350e+04,2.668992e+02,-6.029005e+03,-2.857075e+04,1.026770e+02,-1.080429e+02,-1.540995e+04
6,9.213482e+01,5.695300e+00,-2.489435e+03,2.377718e+02,-5.009741e+03,-2.379360e+04,1.002776e+02,3.546601e+01,-1.953715e+03
7,9.179654e+01,3.392119e+01,-2.008203e+03,2.169182e+02,-4.281911e+03,-2.038140e+04,1.000683e+02,4.444586e+01,-1.979690e+03
8,9.165109e+01,4.621290e+01,-2.008349e+03,2.012598e+02,-3.735459e+03,-1.782227e+04,9.977826e+01,5.911821e+01,-1.992950e+03
9,9.156635e+01,5.460221e+01,-2.008434e+03,1.890716e+02,-3.310294e+03,-1.583185e+04,9.969381e+01,6.325535e+01,-1.997384e+03
10,9.155031e+01,5.610925e+01,-2.008450e+03,1.793195e+02,-2.970158e+03,-1.423951e+04,9.965454e+01,6.537476e+01,-1.999158e+03
11,9.152667e+01,5.752972e+01,-2.008473e+03,1.713383e+02,-2.691828e+03,-1.293669e+04,9.963699e+01,6.538055e+01,-1.999880e+03
12,9.150958e+01,5.456114e+01,-2.008490e+03,1.646859e+02,-2.459882e+03,-1.185100e+04,9.961565e+01,6.256637e+01,-2.000188e+03
13,9.149818e+01,4.928657e+01,-2.008502e+03,1.590561e+02,-2.263617e+03,-1.093235e+04,9.960111e+01,6.026180e+01,-2.000319e+03
14,9.148497e+01,5.274434e+01,-2.008515e+03,1.542296e+02,-2.095392e+03,-1.014493e+04,9.959565e+01,5.941690e+01,-2.000372e+03
15,9.148454e+01,5.182699e+01,-2.008515e+03,1.500466e+02,-1.949598e+03,-9.462504e+03,9.959498e+01,5.937944e+01,-2.000392e+03
16,9.149795e+01,4.963548e+01,-2.008502e+03,1.463873e+02,-1.822020e+03,-8.865379e+03,9.959463e+01,5.935059e+01,-2.000400e+03
17,9.148514e+01,5.041541e+01,-2.008515e+03,1.431578e+02,-1.709458e+03,-8.338505e+03,9.959207e+01,5.886079e+01,-2.000406e+03
18,9.148404e+01,5.079981e+01,-2.008516e+03,1.402870e+02,-1.609403e+03,-7.870172e+03,9.959183e+01,5.882353e+01,-2.000407e+03
19,9.148389e+01,5.045621e+01,-2.008516e+03,1.377184e+02,-1.519883e+03,-7.451137e+03,9.959159e+01,5.880068e+01,-2.000408e+03
20,9.148528e+01,5.067545e+01,-2.008515e+03,1.354068e+02,-1.439308e+03,-7.074006e+03,9.959033e+01,5.868802e+01,-2.000410e+03
21,9.147739e+01,4.416306e+01,-2.008523e+03,1.333149e+02,-1.366416e+03,-6.732793e+03,9.958240e+01,5.797728e+01,-2.000418e+03
22,9.145574e+01,4.000961e+01,-2.008544e+03,1.314122e+02,-1.300198e+03,-6.422600e+03,9.955433e+01,5.578267e+01,-2.000446e+03
23,9.137355e+01,3.777832e+01,-2.008626e+03,1.296714e+02,-1.239897e+03,-6.139383e+03,9.949078e+01,5.236814e+01,-2.000512e+03
24,9.119772e+01,3.560413e+01,-2.008802e+03,1.280683e+02,-1.184523e+03,-5.879776e+03,9.931764e+01,4.454431e+01,-2.000697e+03
25,9.110131e+01,3.684425e+01,-2.008899e+03,1.265896e+02,-1.133566e+03,-5.640941e+03,9.925530e+01,4.176264e+01,-2.000764e+03
26,9.107381e+01,2.586396e+01,-2.008926e+03,1.252237e+02,-1.086498e+03,-5.420479e+03,9.918885e+01,3.840359e+01,-2.000987e+03
27,9.105374e+01,2.465319e+01,-2.008946e+03,1.239581e+02,-1.042920e+03,-5.216348e+03,9.910871e+01,3.551162e+01,-2.001944e+03
28,9.081681e+01,4.423645e+00,-2.009183e+03,1.227745e+02,-1.002546e+03,-5.026806e+03,9.892966e+01,3.063592e+01,-2.004221e+03
29,9.057346e+01,9.227706e+00,-2.009427e+03,1.216641e+02,-9.650520e+02,-4.850345e+03,9.873260e+01,2.802801e+01,-2.020580e+03
30,9.034298e+01,9.686659e+00,-2.009657e+03,1.206201e+02,-9.299107e+02,-4.685655e+03,9.846003e+01,2.844943e+01,-2.043741e+03
31,9.027827e+01,1.498235e+01,-2.009722e+03,1.196413e+02,-8.970022e+02,-4.531593e+03,9.835260e+01,2.829682e+01,-2.052330e+03
32,9.019994e+01,2.104484e+00,-2.009800e+03,1.187213e+02,-8.661796e+02,-4.387162e+03,9.826564e+01,2.849675e+01,-2.062549e+03
33,9.006161e+01,-7.405646e-01,-2.009938e+03,1.178528e+02,-8.372191e+02,-4.251488e+03,9.810307e+01,2.587969e+01,-2.096630e+03
34,8.984004e+01,-2.234987e+01,-3.426813e+03,1.170289e+02,-8.100598e+02,-4.123802e+03,9.789630e+01,2.375851e+01,-2.132735e+03
35,8.963275e+01,-3.714797e+01,-3.271565e+03,1.162461e+02,-7.845554e+02,-4.003418e+03,9.771643e+01,1.942026e+01,-2.157477e+03
36,8.949612e+01,-6.519271e+01,-2.707650e+03,1.155031e+02,-7.603773e+02,-3.889726e+03,9.753132e+01,1.561483e+01,-2.174454e+03
37,8.927529e+01,-7.650375e+01,-3.669363e+03,1.147942e+02,-7.374551e+02,-3.782186e+03,9.724161e+01,1.464435e+01,-2.223812e+03
38,8.909762e+01,-6.416833e+01,-3.124153e+03,1.141180e+02,-7.157471e+02,-3.680310e+03,9.722811e+01,1.548648e+01,-2.231665e+03
39,8.911334e+01,-7.573931e+01,-3.626986e+03,1.134768e+02,-6.951604e+02,-3.583658e+03,9.721046e+01,1.416989e+01,-2.242278e+03
40,8.886291e+01,-8.504649e+01,-3.696263e+03,1.128615e+02,-6.757433e+02,-3.491845e+03,9.708314e+01,9.911172e+00,-2.261787e+03
41,8.879591e+01,-9.409433e+01,-3.060860e+03,1.122745e+02,-6.572091e+02,-3.404512e+03,9.692250e+01,4.571888e+00,-2.294088e+03
42,8.890661e+01,-9.111819e+01,-3.353209e+03,1.117182e+02,-6.395145e+02,-3.321336e+03,9.688067e+01,3.388121e+00,-2.291722e+03
43,8.911759e+01,-6.500480e+01,-3.237389e+03,1.111926e+02,-6.225980e+02,-3.242023e+03,9.715514e+01,9.243380e+00,-2.200089e+03
44,8.850590e+01,-7.184394e+01,-3.482616e+03,1.106769e+02,-6.065189e+02,-3.166329e+03,9.684843e+01,5.143220e+00,-2.255060e+03
45,8.853046e+01,-1.158194e+02,-3.168882e+03,1.101848e+02,-5.911452e+02,-3.093999e+03,9.664451e+01,-1.891802e+00,-2.287756e+03
46,8.879807e+01,-9.499388e+01,-2.588390e+03,1.097199e+02,-5.763892e+02,-3.024808e+03,9.677270e+01,-1.052804e+00,-2.259371e+03
47,8.860585e+01,-1.059216e+02,-3.725348e+03,1.092706e+02,-5.622828e+02,-2.958565e+03,9.661031e+01,-5.387803e+00,-2.286750e+03
48,8.830524e+01,-1.254863e+02,-3.304746e+03,1.088339e+02,-5.487455e+02,-2.895088e+03,9.647356e+01,-8.768384e+00,-2.305571e+03
