iter,point value,point opt_lb,point uni_opt_lb,agg value,agg opt_lb,agg uni_opt_lb,true value,true opt_lb,true uni_opt_lb
1,3.626787e+02,-3.458167e+03,-9.859127e+03,3.626787e+02,-3.458167e+03,-9.859127e+03,3.943987e+02,-8.570916e+00,-1.084205e+03
2,3.859841e+02,-1.472020e+04,-7.809109e+04,3.743314e+02,-7.790079e+03,-3.915735e+04,4.163983e+02,-8.805653e+03,-7.310929e+04
3,2.816124e+02,-1.452749e+04,-8.450212e+04,3.434251e+02,-8.282235e+03,-3.128803e+04,3.063935e+02,-1.357818e+04,-8.969361e+04
4,1.762872e+02,-6.649326e+03,-8.252845e+04,3.016406e+02,-7.284106e+03,-4.051923e+04,1.900813e+02,-6.447723e+03,-8.980992e+04
5,1.101756e+02,-1.658037e+03,-8.259456e+04,2.633476e+02,-6.012082e+03,-3.239335e+04,1.209231e+02,-1.603956e+03,-8.987907e+04
6,9.277037e+01,-4.624542e+01,-3.102737e+03,2.349181e+02,-4.996532e+03,-2.697900e+04,1.008872e+02,1.392588e+01,-2.205328e+03
7,9.224711e+01,3.462094e+00,-2.848053e+03,2.145365e+02,-4.269875e+03,-2.311168e+04,1.003475e+02,3.575785e+01,-2.035734e+03
8,9.193792e+01,3.159246e+01,-2.008265e+03,1.992117e+02,-3.724659e+03,-2.021123e+04,1.000457e+02,4.776305e+01,-2.011327e+03
9,9.183442e+01,4.049163e+01,-2.008248e+03,1.872809e+02,-3.300743e+03,-1.795533e+04,9.994603e+01,5.182189e+01,-2.004664e+03
10,9.178898e+01,4.176580e+01,-2.008245e+03,1.777317e+02,-2.961733e+03,-1.615062e+04,9.990778e+01,5.104414e+01,-2.001966e+03
11,9.170370e+01,4.430217e+01,-2.008310e+03,1.699110e+02,-2.684194e+03,-1.467404e+04,9.981581e+01,5.352888e+01,-2.000946e+03
12,9.168814e+01,4.584286e+01,-2.008317e+03,1.633924e+02,-2.452880e+03,-1.344357e+04,9.980039e+01,5.383012e+01,-2.000510e+03
13,9.170116e+01,4.455347e+01,-2.008301e+03,1.578777e+02,-2.257130e+03,-1.240239e+04,9.979418e+01,5.399467e+01,-2.000332e+03
14,9.168434e+01,4.621882e+01,-2.008317e+03,1.531496e+02,-2.089350e+03,-1.150996e+04,9.978669e+01,5.374034e+01,-2.000265e+03
15,9.163660e+01,3.373496e+01,-2.008364e+03,1.490487e+02,-1.943918e+03,-1.073652e+04,9.975056e+01,5.142273e+01,-2.000270e+03
16,9.150711e+01,3.123760e+01,-2.008493e+03,1.454524e+02,-1.816854e+03,-1.005977e+04,9.964071e+01,4.424404e+01,-2.000368e+03
17,9.148597e+01,2.155831e+01,-2.008514e+03,1.422779e+02,-1.704766e+03,-9.462634e+03,9.955482e+01,4.005875e+01,-2.000449e+03
18,9.135609e+01,1.074122e+01,-2.008644e+03,1.394489e+02,-1.604967e+03,-8.931857e+03,9.946243e+01,3.992151e+01,-2.000539e+03
19,9.122583e+01,1.772432e+01,-2.008774e+03,1.369108e+02,-1.515797e+03,-8.456958e+03,9.934342e+01,4.048433e+01,-2.000657e+03
20,9.093580e+01,2.624769e+01,-2.009064e+03,1.346121e+02,-1.435517e+03,-8.029563e+03,9.907460e+01,4.480063e+01,-2.000926e+03
21,9.081546e+01,3.125464e+01,-2.009185e+03,1.325265e+02,-1.362831e+03,-7.642878e+03,9.889418e+01,4.870681e+01,-2.001106e+03
22,9.072260e+01,3.757432e+01,-2.009277e+03,1.306263e+02,-1.296807e+03,-7.291351e+03,9.882989e+01,5.031207e+01,-2.001170e+03
23,9.072789e+01,3.785862e+01,-2.009272e+03,1.288916e+02,-1.236486e+03,-6.970391e+03,9.881453e+01,5.053466e+01,-2.001186e+03
24,9.069964e+01,3.952932e+01,-2.009300e+03,1.273003e+02,-1.181182e+03,-6.676179e+03,9.881086e+01,5.050380e+01,-2.001189e+03
25,9.069127e+01,4.028864e+01,-2.009309e+03,1.258359e+02,-1.130320e+03,-6.405504e+03,9.879669e+01,5.052502e+01,-2.001204e+03
26,9.064163e+01,3.619373e+01,-2.009358e+03,1.244823e+02,-1.083400e+03,-6.155652e+03,9.876292e+01,4.959947e+01,-2.001243e+03
27,9.059127e+01,4.508395e+01,-2.009409e+03,1.232271e+02,-1.039946e+03,-5.924310e+03,9.871067e+01,4.811943e+01,-2.001388e+03
28,9.057785e+01,3.714011e+01,-2.009422e+03,1.220610e+02,-9.995712e+02,-5.709492e+03,9.869012e+01,4.757874e+01,-2.001430e+03
29,9.057774e+01,3.518732e+01,-2.009422e+03,1.209754e+02,-9.619697e+02,-5.509490e+03,9.866915e+01,4.734827e+01,-2.002254e+03
30,9.050055e+01,2.068671e+01,-2.009499e+03,1.199596e+02,-9.269167e+02,-5.322824e+03,9.858280e+01,4.576273e+01,-2.007321e+03
31,9.022671e+01,2.612976e+01,-2.009773e+03,1.190005e+02,-8.942110e+02,-5.148209e+03,9.838429e+01,4.006569e+01,-2.018472e+03
32,9.001511e+01,5.409944e+00,-3.556975e+03,1.180947e+02,-8.635070e+02,-4.984515e+03,9.816688e+01,3.313931e+01,-2.040783e+03
33,8.989736e+01,6.975106e-01,-2.010103e+03,1.172402e+02,-8.347092e+02,-4.830745e+03,9.801116e+01,3.208921e+01,-2.056591e+03
34,8.978850e+01,1.451412e+00,-3.909414e+03,1.164328e+02,-8.075920e+02,-4.686023e+03,9.789513e+01,3.264747e+01,-2.076643e+03
35,8.953510e+01,-2.113509e+01,-3.387118e+03,1.156643e+02,-7.820212e+02,-4.549579e+03,9.770776e+01,3.455395e+01,-2.097093e+03
36,8.967141e+01,-2.191648e+01,-3.416374e+03,1.149423e+02,-7.578578e+02,-4.420710e+03,9.771862e+01,2.913757e+01,-2.123045e+03
37,8.933950e+01,-1.984239e+01,-2.858687e+03,1.142503e+02,-7.350514e+02,-4.298817e+03,9.746996e+01,2.830197e+01,-2.139113e+03
38,8.948330e+01,-4.516665e+01,-3.809553e+03,1.135985e+02,-7.133673e+02,-4.183336e+03,9.745857e+01,2.088818e+01,-2.143246e+03
39,8.934430e+01,-4.372869e+01,-3.849076e+03,1.129766e+02,-6.928287e+02,-4.073780e+03,9.738178e+01,1.502223e+01,-2.145702e+03
40,8.921642e+01,-4.226666e+01,-5.340094e+03,1.123826e+02,-6.733734e+02,-3.969705e+03,9.731998e+01,1.433284e+01,-2.149621e+03
41,8.914984e+01,-3.009414e+01,-3.891059e+03,1.118160e+02,-6.548318e+02,-3.870708e+03,9.730571e+01,1.149795e+01,-2.157000e+03
42,8.909685e+01,-3.176000e+01,-2.162852e+03,1.112750e+02,-6.371540e+02,-3.776427e+03,9.726122e+01,9.965315e+00,-2.154503e+03
43,8.915992e+01,-4.752022e+01,-3.373168e+03,1.107607e+02,-6.203035e+02,-3.686530e+03,9.722594e+01,8.302011e+00,-2.141842e+03
44,8.896954e+01,-6.582897e+01,-3.849451e+03,1.102655e+02,-6.042228e+02,-3.600723e+03,9.717926e+01,7.312285e+00,-2.144237e+03
