iter,point value,point opt_lb,point uni_opt_lb,agg value,agg opt_lb,agg uni_opt_lb,true value,true opt_lb,true uni_opt_lb
1,3.619583e+02,-3.424999e+03,-8.306955e+03,3.619583e+02,-3.424999e+03,-8.306955e+03,3.943987e+02,-8.570916e+00,-1.084205e+03
2,3.943323e+02,-1.678595e+04,-7.139863e+04,3.781453e+02,-8.560456e+03,-3.545562e+04,4.264343e+02,-8.415695e+03,-5.870150e+04
3,3.206090e+02,-1.492117e+04,-8.238412e+04,3.589665e+02,-8.667971e+03,-4.218690e+04,3.488547e+02,-1.452962e+04,-8.965115e+04
4,1.683783e+02,-5.499615e+03,-8.253636e+04,3.113195e+02,-7.271775e+03,-3.159808e+04,1.825523e+02,-5.617274e+03,-8.981745e+04
5,1.090592e+02,-1.193633e+03,-8.259422e+04,2.708674e+02,-5.881178e+03,-2.525665e+04,1.199825e+02,-1.306665e+03,-8.973437e+04
6,9.988043e+01,-3.457578e+02,-5.760552e+04,2.423696e+02,-4.926496e+03,-2.103057e+04,1.089923e+02,-3.170860e+02,-6.499370e+04
7,9.318797e+01,-2.307285e+01,-3.978542e+04,2.210579e+02,-4.214485e+03,-1.801289e+04,1.013330e+02,-6.314561e-02,-3.526816e+04
8,9.194302e+01,3.892095e+01,-2.008057e+03,2.049186e+02,-3.676257e+03,-1.574978e+04,1.001114e+02,7.054244e+01,-2.178570e+03
9,9.171955e+01,2.352034e+01,-2.008280e+03,1.923409e+02,-3.257623e+03,-1.398962e+04,9.976705e+01,6.701043e+01,-1.980475e+03
10,9.122109e+01,3.527291e+01,-2.008779e+03,1.822289e+02,-2.923007e+03,-1.258153e+04,9.932837e+01,5.760666e+01,-1.993579e+03
11,9.111211e+01,2.646641e+01,-2.008888e+03,1.739456e+02,-2.648946e+03,-1.142947e+04,9.918742e+01,5.588303e+01,-1.990416e+03
12,9.092479e+01,3.345996e+01,-2.009075e+03,1.670272e+02,-2.420715e+03,-1.046944e+04,9.902110e+01,5.670954e+01,-1.999315e+03
13,9.080762e+01,3.487289e+01,-2.009192e+03,1.611641e+02,-2.227652e+03,-9.657114e+03,9.890812e+01,5.658147e+01,-2.000411e+03
14,9.060573e+01,4.177618e+01,-2.009394e+03,1.561242e+02,-2.062185e+03,-8.960848e+03,9.873038e+01,5.652685e+01,-2.000993e+03
15,9.057460e+01,4.624266e+01,-2.009425e+03,1.517543e+02,-1.918723e+03,-8.357420e+03,9.867054e+01,5.759296e+01,-2.001217e+03
16,9.050198e+01,4.190484e+01,-2.009498e+03,1.479260e+02,-1.793130e+03,-7.829425e+03,9.861561e+01,5.820599e+01,-2.001339e+03
17,9.048587e+01,3.612943e+01,-2.009514e+03,1.445472e+02,-1.682377e+03,-7.363548e+03,9.858572e+01,5.596493e+01,-2.001396e+03
18,9.041114e+01,4.309187e+01,-2.009589e+03,1.415396e+02,-1.583920e+03,-6.949439e+03,9.854150e+01,5.312487e+01,-2.001451e+03
19,9.037902e+01,3.988938e+01,-2.009621e+03,1.388469e+02,-1.495884e+03,-6.578922e+03,9.849231e+01,5.189378e+01,-2.001505e+03
20,9.033448e+01,3.879193e+01,-2.009666e+03,1.364213e+02,-1.416565e+03,-6.245459e+03,9.845800e+01,5.134735e+01,-2.001541e+03
21,9.030390e+01,3.947608e+01,-2.009696e+03,1.342253e+02,-1.344819e+03,-5.943756e+03,9.843269e+01,5.078558e+01,-2.001567e+03
22,9.028091e+01,4.079722e+01,-2.009719e+03,1.322278e+02,-1.279639e+03,-5.669482e+03,9.839966e+01,4.892100e+01,-2.001600e+03
23,9.029101e+01,3.467404e+01,-2.009709e+03,1.304044e+02,-1.220101e+03,-5.419057e+03,9.836949e+01,4.805264e+01,-2.001630e+03
24,9.023464e+01,3.598676e+01,-2.009765e+03,1.287307e+02,-1.165518e+03,-5.189503e+03,9.831943e+01,4.733956e+01,-2.001681e+03
25,9.014442e+01,3.914184e+01,-2.009856e+03,1.271873e+02,-1.115337e+03,-4.978317e+03,9.827584e+01,4.883316e+01,-2.001724e+03
26,9.009669e+01,4.152056e+01,-2.009903e+03,1.257607e+02,-1.069021e+03,-4.783378e+03,9.823102e+01,5.095251e+01,-2.001769e+03
27,9.011622e+01,4.029563e+01,-2.009884e+03,1.244405e+02,-1.026082e+03,-4.602878e+03,9.820861e+01,5.207228e+01,-2.001791e+03
28,9.009473e+01,4.118269e+01,-2.009905e+03,1.232139e+02,-9.862208e+02,-4.435272e+03,9.819478e+01,5.206624e+01,-2.001805e+03
29,9.008563e+01,3.798009e+01,-2.009914e+03,1.220715e+02,-9.491029e+02,-4.279225e+03,9.818160e+01,5.186175e+01,-2.001818e+03
30,9.003797e+01,3.101215e+01,-2.009962e+03,1.210038e+02,-9.144476e+02,-4.133583e+03,9.813379e+01,5.066947e+01,-2.001866e+03
31,8.980575e+01,1.631150e+01,-2.010194e+03,1.199974e+02,-8.820364e+02,-3.997345e+03,9.796429e+01,4.613257e+01,-2.002036e+03
32,8.959126e+01,2.401915e+01,-2.010409e+03,1.190472e+02,-8.517081e+02,-3.869628e+03,9.768014e+01,3.748710e+01,-2.002320e+03
33,8.952676e+01,3.409478e+00,-2.010473e+03,1.181526e+02,-8.232316e+02,-3.749654e+03,9.760540e+01,3.218337e+01,-2.002395e+03
34,8.934471e+01,3.699348e+00,-2.010655e+03,1.173053e+02,-7.964248e+02,-3.636742e+03,9.744624e+01,2.683683e+01,-2.002554e+03
35,8.924114e+01,1.035648e+01,-2.010759e+03,1.165035e+02,-7.712015e+02,-3.530285e+03,9.731281e+01,2.346684e+01,-2.002687e+03
36,8.912738e+01,6.643358e+00,-2.010873e+03,1.157430e+02,-7.473708e+02,-3.429746e+03,9.724004e+01,2.247913e+01,-2.002760e+03
37,8.909252e+01,8.398189e+00,-2.010907e+03,1.150228e+02,-7.247895e+02,-3.334642e+03,9.719394e+01,2.288180e+01,-2.002806e+03
