iter,average value,advantage gap
1,1.432482e+01,9.465733e+00
2,9.288793e+00,6.790257e+00
3,7.651630e+00,6.359989e+00
4,7.076706e+00,1.379260e+00
5,6.825146e+00,1.132306e+00
6,6.789497e+00,3.942305e-01
7,6.786027e+00,2.015184e-01
8,6.785242e+00,1.154632e-14
8,6.785242e+00,1.154632e-14
