iter,average value,advantage gap
1,1.430784e+01,1.055593e+01
2,9.266545e+00,6.632812e+00
3,8.304774e+00,2.645473e+00
4,7.486842e+00,1.320521e+00
5,7.201883e+00,4.946420e-01
6,7.178585e+00,5.977019e-02
7,7.177385e+00,1.094286e-02
8,7.176888e+00,1.720710e-03
9,7.176855e+00,1.154632e-14
9,7.176855e+00,1.154632e-14
