iter,average value,advantage gap
1,1.433459e+01,8.021829e+00
2,9.026934e+00,6.209392e+00
3,7.780336e+00,3.598570e+00
4,7.006101e+00,2.119830e+00
5,6.657864e+00,3.632191e-01
6,6.642961e+00,8.228632e-02
7,6.641817e+00,1.898843e-02
8,6.641658e+00,1.366298e-03
9,6.641653e+00,1.776357e-14
9,6.641653e+00,1.776357e-14
