iter,average value,advantage gap
1,1.430245e+01,8.759158e+00
2,9.858140e+00,7.112802e+00
3,8.145161e+00,7.217950e+00
4,6.607803e+00,2.958708e+00
5,6.162913e+00,2.356834e+00
6,5.971884e+00,1.548367e+00
7,5.908499e+00,1.205273e-01
8,5.902533e+00,1.374684e-01
9,5.899506e+00,6.563768e-03
10,5.899459e+00,2.842171e-14
10,5.899459e+00,2.842171e-14
