iter,average value,advantage gap
1,1.359459e+01,9.205307e+00
2,9.098739e+00,6.839650e+00
3,6.815421e+00,5.786232e+00
4,5.300586e+00,2.733259e+00
5,5.114435e+00,5.362883e-01
6,5.108833e+00,1.063834e-03
7,5.108817e+00,9.769963e-15
7,5.108817e+00,9.769963e-15
