iter,average value,advantage gap
1,1.430331e+01,7.640748e+00
2,9.794160e+00,7.356396e+00
3,7.910324e+00,5.073973e+00
4,6.240504e+00,2.869623e+00
5,5.597480e+00,1.008851e+00
6,5.548538e+00,1.194782e-01
7,5.544712e+00,1.135275e-02
8,5.544356e+00,8.983435e-04
9,5.544347e+00,1.421085e-14
9,5.544347e+00,1.421085e-14
