iter,point value,point opt_lb,point uni_opt_lb,agg value,agg opt_lb,agg uni_opt_lb,true value,true opt_lb,true uni_opt_lb
1,1.302926e+02,-2.121089e+03,-7.426961e+03,1.302926e+02,-2.121089e+03,-7.426961e+03,1.416978e+02,-1.850892e+02,-1.224160e+03
2,1.029165e+02,-8.246588e+02,-1.196182e+04,1.166045e+02,-1.193444e+03,-4.650397e+03,1.117477e+02,-1.266137e+02,-9.496598e+03
3,9.592721e+01,-3.867205e+02,-2.218541e+04,1.097121e+02,-8.092840e+02,-7.229950e+03,1.042586e+02,-4.639026e+01,-8.430818e+03
4,9.319782e+01,-1.999364e+02,-2.699138e+03,1.055835e+02,-5.900937e+02,-5.627048e+03,1.012605e+02,9.232271e+00,-1.479908e+03
5,9.205874e+01,-1.646046e+02,-2.736853e+03,1.028786e+02,-4.586520e+02,-4.483227e+03,9.999600e+01,2.254279e+01,-1.160247e+03
6,9.142817e+01,-1.577078e+02,-2.501476e+03,1.009702e+02,-3.718660e+02,-3.720784e+03,9.952755e+01,2.571928e+01,-1.113530e+03
7,9.072241e+01,-1.770766e+02,-2.730924e+03,9.950620e+01,-3.094470e+02,-3.181202e+03,9.871096e+01,2.162696e+01,-1.088917e+03
8,8.984776e+01,-2.021594e+02,-2.861206e+03,9.829889e+01,-2.627282e+02,-2.771896e+03,9.779265e+01,1.697728e+01,-1.079421e+03
9,8.852763e+01,-2.275192e+02,-1.991239e+03,9.721320e+01,-2.286275e+02,-2.473762e+03,9.666355e+01,1.181815e+01,-1.017021e+03
10,8.814013e+01,-3.193899e+02,-4.021059e+03,9.630589e+01,-2.012735e+02,-2.217572e+03,9.599971e+01,7.810419e+00,-9.344810e+02
11,8.592652e+01,-4.477150e+02,-3.927299e+03,9.536231e+01,-1.806159e+02,-2.007550e+03,9.323490e+01,-2.292304e+00,-8.623642e+02
12,8.392865e+01,-4.797578e+02,-2.789910e+03,9.440951e+01,-1.634636e+02,-1.833778e+03,9.121433e+01,-1.401169e+00,-7.270831e+02
13,8.160491e+01,-6.063718e+02,-2.698295e+03,9.342454e+01,-1.502062e+02,-1.685130e+03,8.838508e+01,-1.804940e+01,-7.946021e+02
14,8.162797e+01,-5.638808e+02,-3.812181e+03,9.258193e+01,-1.383026e+02,-1.556065e+03,8.865224e+01,-1.177059e+01,-7.176877e+02
