iter,average value,advantage gap,greedy advantage gap
1,-3.546201e-02,3.657513e+00,6.690024e-02
2,-9.681293e+00,2.270135e+00,1.173376e-02
3,-1.803714e+01,9.526730e-01,1.754603e-03
4,-2.220459e+01,4.865733e-01,3.283019e-04
5,-2.381647e+01,2.937942e-01,1.144377e-03
6,-2.447830e+01,1.847183e-01,1.144377e-03
7,-2.478688e+01,1.215054e-01,1.144377e-03
8,-2.494863e+01,8.745733e-02,3.283019e-04
9,-2.504124e+01,6.552985e-02,3.283019e-04
10,-2.509754e+01,4.827004e-02,3.283019e-04
11,-2.513303e+01,3.374594e-02,3.283019e-04
12,-2.515588e+01,2.220893e-02,3.283019e-04
13,-2.517074e+01,1.529181e-02,3.283019e-04
14,-2.518045e+01,1.097105e-02,2.486900e-14
14,-2.520059e+01,1.097105e-02,2.486900e-14
