iter,average value,advantage gap
1,1.763439e+01,5.829533e+00
2,-2.480151e+02,3.180233e-01
3,-2.489702e+02,5.193727e-03
4,-2.489749e+02,5.684342e-14
4,-2.489749e+02,5.684342e-14
