iter,average value,advantage gap
1,1.065847e+02,1.045222e+01
2,1.002878e+02,9.546193e-01
3,1.002443e+02,1.391981e-01
4,1.002351e+02,1.713517e-02
5,1.002325e+02,6.956600e-03
6,1.002302e+02,4.185142e-03
7,1.002278e+02,2.045684e-02
8,1.002270e+02,1.017229e-03
9,1.002266e+02,3.866600e-04
10,1.002265e+02,1.546143e-04
11,1.002265e+02,1.469260e-05
12,1.002265e+02,9.947598e-14
12,1.002265e+02,9.947598e-14
