iter,average value,advantage gap
1,1.071503e+02,1.056284e+01
2,1.004896e+02,1.501965e+00
3,1.003328e+02,4.195237e-01
4,1.002903e+02,5.424211e-02
5,1.002741e+02,3.330458e-03
6,1.002732e+02,3.423562e-04
7,1.002732e+02,1.047827e-04
8,1.002732e+02,1.421085e-13
8,1.002732e+02,1.421085e-13
