iter,average value,advantage gap
1,1.066757e+02,1.043504e+01
2,1.003046e+02,3.650183e+00
3,1.002511e+02,6.095339e-02
4,1.002358e+02,2.475328e-02
5,1.002312e+02,1.080928e-02
6,1.002299e+02,1.290771e-03
7,1.002296e+02,2.629245e-04
8,1.002295e+02,1.563194e-13
8,1.002295e+02,1.563194e-13
