iter,average value,advantage gap
1,1.910987e+02,1.051668e+02
2,1.016854e+02,3.700728e+00
3,1.014217e+02,4.980309e-01
4,1.013830e+02,6.888311e-02
5,1.013796e+02,2.716701e-02
6,1.013791e+02,6.228286e-07
7,1.013791e+02,1.847411e-13
7,1.013791e+02,1.847411e-13
