iter,average value,advantage gap
1,1.123911e+02,1.228207e+01
2,1.003891e+02,3.687161e+00
3,1.003087e+02,6.644858e-01
4,1.002936e+02,4.451085e-02
5,1.002903e+02,9.548925e-04
6,1.002902e+02,3.028580e-04
7,1.002901e+02,5.710162e-04
8,1.002901e+02,2.180670e-08
9,1.002901e+02,9.947598e-14
9,1.002901e+02,9.947598e-14
