iter,average value,advantage gap
1,1.072370e+02,1.045590e+01
2,1.003184e+02,7.406186e-01
3,1.002607e+02,2.505771e-02
4,1.002452e+02,1.938620e-02
5,1.002363e+02,6.470768e-03
6,1.002333e+02,1.204491e-03
7,1.002326e+02,2.261837e-03
8,1.002325e+02,1.265426e-04
9,1.002325e+02,4.703521e-05
10,1.002324e+02,7.983372e-06
11,1.002324e+02,7.139361e-07
12,1.002324e+02,3.998353e-08
13,1.002324e+02,1.278977e-13
13,1.002324e+02,1.278977e-13
