iter,average value,advantage gap,greedy advantage gap
1,-1.980806e+00,4.178396e+00,2.633529e-02
2,-4.798215e+01,3.598368e+00,2.633529e-02
3,-7.981611e+01,3.194731e+00,2.641594e-02
4,-9.900527e+01,2.957492e+00,2.641594e-02
5,-1.121669e+02,2.789502e+00,2.641594e-02
6,-1.221673e+02,2.663437e+00,2.641594e-02
7,-1.301398e+02,2.553801e+00,2.641594e-02
8,-1.367418e+02,2.456449e+00,2.641594e-02
9,-1.423453e+02,2.367155e+00,2.641594e-02
10,-1.471955e+02,2.285076e+00,2.641594e-02
11,-1.514715e+02,2.206585e+00,2.641594e-02
12,-1.552939e+02,2.132913e+00,2.641594e-02
13,-1.587316e+02,2.062175e+00,2.641594e-02
14,-1.618541e+02,1.994652e+00,2.641594e-02
15,-1.647036e+02,1.929800e+00,2.641594e-02
16,-1.673201e+02,1.865613e+00,2.641594e-02
17,-1.697586e+02,1.805342e+00,2.641594e-02
18,-1.720066e+02,1.749843e+00,2.641594e-02
19,-1.740883e+02,1.697365e+00,2.641594e-02
20,-1.760426e+02,1.646019e+00,2.641594e-02
21,-1.778788e+02,1.595738e+00,2.641594e-02
22,-1.796215e+02,1.545473e+00,2.644942e-02
23,-1.812655e+02,1.495719e+00,2.644942e-02
24,-1.828268e+02,1.446983e+00,6.310434e-03
25,-1.843051e+02,1.398220e+00,6.310434e-03
26,-1.857189e+02,1.350210e+00,6.310434e-03
27,-1.870591e+02,1.304144e+00,6.310434e-03
28,-1.883272e+02,1.260612e+00,6.310434e-03
29,-1.895373e+02,1.218427e+00,6.310434e-03
30,-1.907005e+02,1.177248e+00,6.310434e-03
31,-1.918251e+02,1.137276e+00,6.310434e-03
32,-1.929137e+02,1.099576e+00,6.310434e-03
33,-1.939579e+02,1.062353e+00,6.310434e-03
34,-1.949549e+02,1.026401e+00,6.310434e-03
35,-1.959169e+02,9.941497e-01,6.310434e-03
36,-1.968427e+02,9.800056e-01,6.310434e-03
37,-1.977276e+02,9.658394e-01,6.310434e-03
38,-1.985820e+02,9.519530e-01,6.310434e-03
39,-1.994068e+02,9.385845e-01,6.310434e-03
40,-2.002107e+02,9.251875e-01,6.310434e-03
41,-2.009920e+02,9.117805e-01,6.310434e-03
42,-2.017502e+02,8.992120e-01,6.310434e-03
43,-2.024882e+02,8.866256e-01,6.310434e-03
44,-2.032134e+02,8.743673e-01,6.310434e-03
45,-2.039103e+02,8.625581e-01,6.310434e-03
46,-2.045831e+02,8.507316e-01,6.310434e-03
47,-2.052324e+02,8.389159e-01,6.310434e-03
48,-2.058622e+02,8.270790e-01,6.310434e-03
49,-2.064784e+02,8.152286e-01,6.310434e-03
50,-2.070756e+02,8.033866e-01,6.310434e-03
51,-2.076562e+02,7.915406e-01,6.310434e-03
52,-2.082221e+02,7.796912e-01,6.310434e-03
53,-2.087774e+02,7.678409e-01,6.310434e-03
54,-2.093198e+02,7.560664e-01,6.310434e-03
55,-2.098424e+02,7.454066e-01,6.310434e-03
56,-2.103523e+02,7.350199e-01,6.310434e-03
57,-2.108453e+02,7.246460e-01,6.310434e-03
58,-2.113268e+02,7.150379e-01,6.310434e-03
59,-2.118015e+02,7.055574e-01,6.310434e-03
60,-2.122674e+02,6.960579e-01,6.310434e-03
61,-2.127269e+02,6.865542e-01,6.310434e-03
62,-2.131754e+02,6.770517e-01,6.310434e-03
63,-2.136148e+02,6.675527e-01,6.310434e-03
64,-2.140450e+02,6.580445e-01,6.310434e-03
65,-2.144678e+02,6.489504e-01,6.310434e-03
66,-2.148772e+02,6.404857e-01,6.310434e-03
67,-2.152726e+02,6.320117e-01,6.310434e-03
68,-2.156613e+02,6.241853e-01,6.310434e-03
69,-2.160426e+02,6.167864e-01,6.310434e-03
70,-2.164158e+02,6.093918e-01,6.310434e-03
71,-2.167803e+02,6.020060e-01,6.310434e-03
72,-2.171399e+02,5.946260e-01,6.310434e-03
73,-2.174934e+02,5.872517e-01,6.310434e-03
74,-2.178423e+02,5.798792e-01,6.310434e-03
75,-2.181870e+02,5.725017e-01,6.300541e-03
76,-2.185265e+02,5.651220e-01,6.300541e-03
77,-2.188568e+02,5.577387e-01,6.300541e-03
78,-2.191832e+02,5.503556e-01,6.300541e-03
79,-2.195064e+02,5.429717e-01,6.300541e-03
80,-2.198281e+02,5.355847e-01,6.300541e-03
81,-2.201432e+02,5.282096e-01,6.300541e-03
82,-2.204501e+02,5.208219e-01,6.300541e-03
83,-2.207509e+02,5.134374e-01,6.300541e-03
84,-2.210442e+02,5.060461e-01,2.571940e-03
85,-2.213330e+02,4.999417e-01,2.571940e-03
86,-2.216166e+02,4.944731e-01,2.571940e-03
87,-2.218957e+02,4.889970e-01,2.571940e-03
88,-2.221694e+02,4.835210e-01,2.571940e-03
89,-2.224385e+02,4.780492e-01,2.571940e-03
90,-2.227029e+02,4.729249e-01,2.571940e-03
91,-2.229615e+02,4.679032e-01,2.571940e-03
92,-2.232168e+02,4.634474e-01,2.571940e-03
93,-2.234702e+02,4.590470e-01,2.571940e-03
94,-2.237221e+02,4.546443e-01,2.571940e-03
95,-2.239702e+02,4.502405e-01,2.571940e-03
96,-2.242141e+02,4.458322e-01,2.571940e-03
97,-2.244555e+02,4.414258e-01,2.571940e-03
98,-2.246956e+02,4.370180e-01,2.571940e-03
99,-2.249335e+02,4.326054e-01,2.571940e-03
100,-2.251685e+02,4.281927e-01,2.571940e-03
110,-2.272901e+02,3.840440e-01,2.571940e-03
120,-2.291344e+02,3.398034e-01,2.571940e-03
130,-2.307248e+02,3.133736e-01,2.571940e-03
140,-2.320827e+02,2.915468e-01,2.571940e-03
150,-2.333152e+02,2.733586e-01,2.571940e-03
160,-2.343969e+02,2.588780e-01,2.571940e-03
170,-2.353742e+02,2.444259e-01,2.571940e-03
180,-2.362478e+02,2.300776e-01,2.571940e-03
190,-2.370450e+02,2.157657e-01,2.571940e-03
200,-2.377652e+02,2.014450e-01,2.571940e-03
210,-2.383861e+02,1.869752e-01,2.571940e-03
220,-2.389157e+02,1.741042e-01,2.571940e-03
230,-2.393811e+02,1.644163e-01,2.571940e-03
240,-2.398222e+02,1.547323e-01,2.571940e-03
250,-2.402325e+02,1.494523e-01,2.571940e-03
255,-2.480302e+02,1.474826e-01,2.273737e-13
