iter,point value,point opt_lb,point uni_opt_lb,agg value,agg opt_lb,agg uni_opt_lb,true value,true opt_lb,true uni_opt_lb
1,3.931466e+01,-8.332320e+01,-3.058236e+02,3.931466e+01,-8.332320e+01,-3.058236e+02,3.949441e+01,4.384477e+00,-1.894208e+02
2,2.566457e+01,-8.791005e+01,-1.350180e+03,3.248962e+01,-6.177508e+01,-6.125869e+02,2.596430e+01,-2.181407e+01,-7.343534e+02
3,1.336471e+01,-1.034994e+02,-2.572167e+03,2.611465e+01,-5.860246e+01,-7.824947e+02,1.417770e+01,-3.259584e+01,-2.586557e+03
4,9.059655e+00,-8.660314e+01,-2.519596e+03,2.185090e+01,-4.968724e+01,-7.659597e+02,8.484693e+00,-4.904079e+01,-2.308622e+03
5,-1.109908e+00,-7.969082e+01,-2.350055e+03,1.725874e+01,-4.839461e+01,-6.129897e+02,-1.630155e+00,-5.279267e+01,-2.008858e+03
6,-7.156499e+00,-5.946207e+01,-1.935525e+03,1.318953e+01,-4.549081e+01,-5.120175e+02,-6.772282e+00,-4.354680e+01,-1.776738e+03
7,-1.116684e+01,-8.558065e+01,-2.506557e+03,9.710050e+00,-4.492859e+01,-4.404674e+02,-1.138383e+01,-4.929508e+01,-1.496866e+03
8,-1.189078e+01,-1.027606e+02,-2.196354e+03,7.009946e+00,-4.530859e+01,-3.868953e+02,-1.286738e+01,-5.101770e+01,-1.355170e+03
9,-1.913311e+01,-1.074241e+02,-1.739884e+03,4.105162e+00,-4.607342e+01,-4.474209e+02,-1.965956e+01,-5.289730e+01,-1.171110e+03
10,-1.865189e+01,-7.076679e+01,-1.717172e+03,1.829457e+00,-4.502270e+01,-4.274055e+02,-1.823866e+01,-4.351543e+01,-1.677252e+03
11,-1.989378e+01,-1.031044e+02,-1.548971e+03,-1.453834e-01,-4.449212e+01,-4.093760e+02,-2.191958e+01,-4.853456e+01,-6.496531e+02
12,-1.928964e+01,-8.520905e+01,-2.207911e+03,-1.740738e+00,-4.390321e+01,-3.768839e+02,-2.051037e+01,-4.710261e+01,-1.525168e+03
13,-2.000839e+01,-8.686387e+01,-2.306121e+03,-3.145942e+00,-4.359650e+01,-3.494319e+02,-2.089661e+01,-4.877234e+01,-1.605897e+03
14,-2.100393e+01,-9.099408e+01,-1.316473e+03,-4.421513e+00,-4.292898e+01,-3.313211e+02,-2.143286e+01,-4.423055e+01,-6.900826e+02
15,-1.936685e+01,-1.046343e+02,-1.458444e+03,-5.417868e+00,-4.288831e+01,-3.332737e+02,-1.993402e+01,-5.169876e+01,-1.605013e+03
16,-2.434886e+01,-1.182785e+02,-2.358735e+03,-6.601055e+00,-4.348010e+01,-3.929717e+02,-2.441792e+01,-5.549283e+01,-1.618130e+03
