iter,point value,point opt_lb,point uni_opt_lb,agg value,agg opt_lb,agg uni_opt_lb,true value,true opt_lb,true uni_opt_lb
1,3.919232e+01,-8.473034e+01,-6.972145e+02,3.919232e+01,-8.473034e+01,-6.972145e+02,3.949441e+01,4.384477e+00,-1.894208e+02
2,2.630526e+01,-8.133053e+01,-6.253338e+02,3.274879e+01,-5.659438e+01,-3.354280e+02,2.652153e+01,-1.439044e+01,-2.369292e+02
3,1.559480e+01,-9.383413e+01,-2.568352e+03,2.703079e+01,-5.185680e+01,-7.875347e+02,1.535425e+01,-3.287685e+01,-2.247032e+03
4,8.803596e+00,-9.860917e+01,-2.478056e+03,2.247399e+01,-4.885420e+01,-7.105413e+02,8.685270e+00,-5.118661e+01,-1.922665e+03
5,-4.473720e-01,-8.962554e+01,-1.690841e+03,1.788972e+01,-4.782127e+01,-5.685226e+02,3.443551e-02,-6.500175e+01,-1.616623e+03
6,-1.129697e+01,-1.003646e+02,-1.560962e+03,1.302527e+01,-4.999604e+01,-4.756516e+02,-1.040942e+01,-6.092345e+01,-1.267033e+03
7,-1.360696e+01,-1.036549e+02,-2.425278e+03,9.220668e+00,-5.022088e+01,-4.267324e+02,-1.327964e+01,-7.757584e+01,-2.404982e+03
8,-1.932280e+01,-8.251602e+01,-1.458408e+03,5.652734e+00,-4.983384e+01,-3.758062e+02,-1.866730e+01,-5.469050e+01,-1.252110e+03
9,-2.165216e+01,-1.107344e+02,-1.396739e+03,2.618857e+00,-4.969186e+01,-3.364558e+02,-2.175923e+01,-5.243721e+01,-1.133470e+03
10,-2.351466e+01,-1.202429e+02,-1.612477e+03,5.504958e-03,-5.003320e+01,-3.051617e+02,-2.389973e+01,-4.979218e+01,-8.645288e+02
11,-1.956393e+01,-1.143526e+02,-1.789301e+03,-1.773534e+00,-4.892177e+01,-2.791982e+02,-2.078672e+01,-5.037795e+01,-1.578652e+03
12,-2.016486e+01,-1.205678e+02,-1.524151e+03,-3.306145e+00,-4.837973e+01,-2.576121e+02,-2.116729e+01,-5.465919e+01,-1.025283e+03
13,-2.611946e+01,-1.349890e+02,-1.555196e+03,-5.061015e+00,-4.861937e+01,-2.416284e+02,-2.604248e+01,-5.652296e+01,-1.056135e+03
14,-2.042769e+01,-9.533550e+01,-1.903914e+03,-6.158635e+00,-4.757160e+01,-2.660952e+02,-2.076750e+01,-4.888520e+01,-1.572360e+03
15,-2.166661e+01,-1.162716e+02,-1.550604e+03,-7.192500e+00,-4.691455e+01,-2.507829e+02,-2.352970e+01,-4.784305e+01,-7.162790e+02
16,-2.201193e+01,-9.904034e+01,-1.526699e+03,-8.118714e+00,-4.649318e+01,-2.367910e+02,-2.223920e+01,-4.188791e+01,-9.117951e+02
17,-2.467666e+01,-1.069243e+02,-1.623795e+03,-9.092711e+00,-4.659511e+01,-2.769825e+02,-2.428879e+01,-5.027289e+01,-7.904125e+02
18,-2.156361e+01,-1.295140e+02,-1.460522e+03,-9.785538e+00,-4.639057e+01,-2.627924e+02,-2.214834e+01,-5.714754e+01,-1.627061e+03
19,-2.222363e+01,-1.425811e+02,-1.461284e+03,-1.044017e+01,-4.612694e+01,-2.501142e+02,-2.478420e+01,-5.195105e+01,-7.188482e+02
20,-2.164958e+01,-1.269735e+02,-1.550727e+03,-1.100065e+01,-4.605783e+01,-2.461817e+02,-2.295873e+01,-4.922475e+01,-1.099093e+03
21,-2.389502e+01,-1.178798e+02,-1.552972e+03,-1.161466e+01,-4.590477e+01,-2.450813e+02,-2.432835e+01,-4.778432e+01,-8.599078e+02
22,-2.347559e+01,-1.183296e+02,-1.462525e+03,-1.215380e+01,-4.565416e+01,-2.397505e+02,-2.289094e+01,-5.308593e+01,-1.679031e+03
23,-2.687921e+01,-1.513744e+02,-1.466442e+03,-1.279403e+01,-4.587368e+01,-2.491771e+02,-2.669495e+01,-5.414903e+01,-7.167313e+02
24,-2.612571e+01,-1.674714e+02,-2.516441e+03,-1.334952e+01,-4.646835e+01,-3.179506e+02,-2.496896e+01,-5.953544e+01,-1.661832e+03
25,-2.745185e+01,-1.458301e+02,-1.556529e+03,-1.391361e+01,-4.633958e+01,-3.063306e+02,-2.781078e+01,-5.605248e+01,-7.215848e+02
26,-2.552374e+01,-1.420700e+02,-1.554598e+03,-1.436015e+01,-4.629569e+01,-2.996133e+02,-2.651851e+01,-5.489927e+01,-7.205662e+02
27,-2.703450e+01,-1.483318e+02,-1.556103e+03,-1.482957e+01,-4.629015e+01,-3.246820e+02,-2.703768e+01,-5.631645e+01,-7.209850e+02
28,-2.950183e+01,-1.624081e+02,-1.468579e+03,-1.535358e+01,-4.654876e+01,-3.141398e+02,-2.904573e+01,-6.164166e+01,-7.230156e+02
29,-3.281878e+01,-1.792709e+02,-1.407906e+03,-1.595583e+01,-4.671823e+01,-3.044544e+02,-3.115720e+01,-6.635506e+01,-6.557640e+02
30,-3.101503e+01,-2.097302e+02,-1.560092e+03,-1.645781e+01,-4.697853e+01,-2.953397e+02,-3.144889e+01,-6.450863e+01,-6.560519e+02
31,-3.495143e+01,-2.109215e+02,-2.362159e+03,-1.705437e+01,-4.759142e+01,-2.869401e+02,-3.400012e+01,-6.452887e+01,-1.579961e+03
32,-3.682039e+01,-2.117024e+02,-1.321907e+03,-1.767206e+01,-4.822069e+01,-2.791239e+02,-3.564160e+01,-6.201440e+01,-6.584418e+02
33,-3.340483e+01,-2.231543e+02,-1.972930e+03,-1.814881e+01,-4.866795e+01,-2.716778e+02,-3.412716e+01,-6.208649e+01,-1.425827e+03
34,-3.309322e+01,-2.231767e+02,-1.562170e+03,-1.858835e+01,-4.889070e+01,-2.646606e+02,-3.405745e+01,-6.443755e+01,-6.583171e+02
35,-3.230148e+01,-2.327239e+02,-1.407389e+03,-1.898016e+01,-4.916945e+01,-2.580218e+02,-3.436915e+01,-6.949014e+01,-6.557707e+02
36,-3.462064e+01,-2.144773e+02,-1.545123e+03,-1.941462e+01,-4.955932e+01,-2.518162e+02,-3.433659e+01,-6.419513e+01,-6.581008e+02
37,-3.678134e+01,-2.176695e+02,-1.565858e+03,-1.988399e+01,-4.983558e+01,-2.460045e+02,-3.503977e+01,-6.523578e+01,-6.009806e+02
38,-3.584057e+01,-2.827931e+02,-1.564918e+03,-2.030390e+01,-5.018698e+01,-2.404738e+02,-3.993214e+01,-6.079516e+01,-7.331057e+02
