iter,average value,advantage gap,greedy advantage gap
1,1.423706e+01,9.044016e+00,7.045879e+00
2,1.275200e+01,6.330268e+00,6.788816e+00
3,1.081920e+01,3.674313e+00,5.248131e+00
4,1.021992e+01,2.548135e+00,1.224455e+00
5,9.971795e+00,1.897609e+00,1.465979e+00
6,9.585879e+00,1.406566e+00,1.417152e+00
7,9.028942e+00,9.520377e-01,1.425650e+00
8,8.332991e+00,5.231647e-01,8.028995e-01
9,7.777742e+00,4.192147e-01,1.195268e-01
10,7.589538e+00,3.502696e-01,6.374221e-02
11,7.531032e+00,7.009510e-02,1.072173e-02
12,7.521528e+00,1.524032e-02,3.302638e-03
13,7.520133e+00,4.768438e-03,3.306699e-03
14,7.519125e+00,3.206167e-03,9.971475e-04
15,7.518191e+00,2.015548e-03,3.028794e-04
16,7.517774e+00,1.806718e-03,2.860893e-04
17,7.517579e+00,6.170074e-04,4.424860e-06
18,7.517555e+00,2.276252e-04,9.652488e-06
19,7.517543e+00,7.420176e-05,9.652488e-06
20,7.517533e+00,2.099297e-05,4.897769e-06
21,7.517523e+00,8.145764e-06,1.495760e-06
22,7.517520e+00,6.743309e-06,1.495760e-06
23,7.517518e+00,2.138616e-06,1.065814e-14
23,7.517517e+00,2.138616e-06,1.065814e-14
