iter,point value,point opt_lb,point uni_opt_lb,agg value,agg opt_lb,agg uni_opt_lb,true value,true opt_lb,true uni_opt_lb
1,2.770378e+01,-9.455060e+01,-6.315010e+02,2.770378e+01,-9.455060e+01,-6.315010e+02,0.000000e+00,0.000000e+00,0.000000e+00
2,2.077001e+01,-1.248693e+01,-1.354628e+03,2.423689e+01,-4.627996e+01,-6.903198e+02,0.000000e+00,0.000000e+00,0.000000e+00
3,1.920169e+01,-2.996560e+00,-2.752550e+02,2.255849e+01,-2.668271e+01,-4.538126e+02,0.000000e+00,0.000000e+00,0.000000e+00
4,1.900952e+01,-3.758622e+00,-2.169493e+02,2.167125e+01,-1.695029e+01,-3.356071e+02,0.000000e+00,0.000000e+00,0.000000e+00
5,1.827307e+01,-6.793225e+00,-3.063014e+02,2.099161e+01,-1.120134e+01,-2.648311e+02,0.000000e+00,0.000000e+00,0.000000e+00
6,1.867943e+01,-1.023523e+01,-2.358332e+02,2.060625e+01,-7.327553e+00,-2.175793e+02,0.000000e+00,0.000000e+00,0.000000e+00
7,1.638394e+01,-3.102600e+01,-2.782588e+02,2.000306e+01,-5.607129e+00,-1.841560e+02,0.000000e+00,0.000000e+00,0.000000e+00
8,1.584872e+01,-2.987564e+01,-2.862393e+02,1.948377e+01,-4.355943e+00,-1.591554e+02,0.000000e+00,0.000000e+00,0.000000e+00
9,1.438081e+01,-3.934223e+01,-3.043043e+02,1.891677e+01,-3.527389e+00,-1.398736e+02,0.000000e+00,0.000000e+00,0.000000e+00
10,1.349626e+01,-4.190453e+01,-3.584037e+02,1.837472e+01,-2.851280e+00,-1.245366e+02,0.000000e+00,0.000000e+00,0.000000e+00
11,1.342383e+01,-3.947418e+01,-3.125595e+02,1.792464e+01,-2.139276e+00,-1.119948e+02,0.000000e+00,0.000000e+00,0.000000e+00
12,1.259630e+01,-4.822828e+01,-4.055177e+02,1.748061e+01,-1.768153e+00,-1.016122e+02,0.000000e+00,0.000000e+00,0.000000e+00
13,1.448300e+01,-4.468104e+01,-3.799876e+02,1.725003e+01,-1.193134e+00,-9.268177e+01,0.000000e+00,0.000000e+00,0.000000e+00
14,1.317139e+01,-4.648033e+01,-2.931104e+02,1.695870e+01,-8.144793e-01,-8.512083e+01,0.000000e+00,0.000000e+00,0.000000e+00
15,1.187656e+01,-4.196142e+01,-3.059086e+02,1.661989e+01,-3.976459e-01,-7.865434e+01,0.000000e+00,0.000000e+00,0.000000e+00
16,1.176762e+01,-4.821743e+01,-3.335920e+02,1.631662e+01,-1.537230e-01,-7.300297e+01,0.000000e+00,0.000000e+00,0.000000e+00
17,1.134390e+01,-4.673163e+01,-3.535816e+02,1.602411e+01,2.615614e-01,-6.804139e+01,0.000000e+00,0.000000e+00,0.000000e+00
18,1.155402e+01,-5.054134e+01,-5.487668e+02,1.577577e+01,4.281809e-01,-6.361942e+01,0.000000e+00,0.000000e+00,0.000000e+00
19,1.010173e+01,-4.586171e+01,-3.833372e+02,1.547714e+01,5.974336e-01,-5.973936e+01,0.000000e+00,0.000000e+00,0.000000e+00
20,1.024115e+01,-3.926106e+01,-3.037635e+02,1.521534e+01,8.280741e-01,-5.624033e+01,0.000000e+00,0.000000e+00,0.000000e+00
21,9.089340e+00,-3.756840e+01,-3.491900e+02,1.492362e+01,1.090903e+00,-5.312940e+01,0.000000e+00,0.000000e+00,0.000000e+00
22,1.022928e+01,-4.637256e+01,-3.690929e+02,1.471024e+01,1.323911e+00,-5.024946e+01,0.000000e+00,0.000000e+00,0.000000e+00
23,9.669837e+00,-4.187080e+01,-2.802237e+02,1.449110e+01,1.463026e+00,-4.764427e+01,0.000000e+00,0.000000e+00,0.000000e+00
24,8.896353e+00,-3.623916e+01,-3.008052e+02,1.425798e+01,1.554147e+00,-4.528841e+01,0.000000e+00,0.000000e+00,0.000000e+00
25,9.451575e+00,-4.516810e+01,-3.313550e+02,1.406572e+01,1.698332e+00,-4.309881e+01,0.000000e+00,0.000000e+00,0.000000e+00
26,8.508476e+00,-3.070608e+01,-3.436706e+02,1.385198e+01,1.853697e+00,-4.111392e+01,0.000000e+00,0.000000e+00,0.000000e+00
