iter,point value,point opt_lb,point uni_opt_lb,agg value,agg opt_lb,agg uni_opt_lb,true value,true opt_lb,true uni_opt_lb
1,2.770279e+01,-8.963358e+01,-4.580187e+02,2.770279e+01,-8.963358e+01,-4.580187e+02,0.000000e+00,0.000000e+00,0.000000e+00
2,1.990513e+01,-6.408876e-01,-3.113501e+02,2.380396e+01,-3.942443e+01,-2.190562e+02,0.000000e+00,0.000000e+00,0.000000e+00
3,1.871433e+01,-5.956693e+00,-3.767524e+02,2.210742e+01,-2.232265e+01,-1.585879e+02,0.000000e+00,0.000000e+00,0.000000e+00
4,1.828812e+01,-1.131458e+01,-2.275871e+02,2.115260e+01,-1.408435e+01,-1.143686e+02,0.000000e+00,0.000000e+00,0.000000e+00
5,1.749658e+01,-1.935398e+01,-2.554862e+02,2.042139e+01,-9.621728e+00,-8.800504e+01,0.000000e+00,0.000000e+00,0.000000e+00
6,1.683560e+01,-2.623343e+01,-2.847973e+02,1.982376e+01,-7.116593e+00,-8.283865e+01,0.000000e+00,0.000000e+00,0.000000e+00
7,1.582747e+01,-3.976569e+01,-3.108001e+02,1.925286e+01,-5.631413e+00,-6.875041e+01,0.000000e+00,0.000000e+00,0.000000e+00
8,1.439772e+01,-3.990354e+01,-3.092101e+02,1.864597e+01,-4.797353e+00,-5.835690e+01,0.000000e+00,0.000000e+00,0.000000e+00
9,1.411104e+01,-3.857147e+01,-3.401295e+02,1.814209e+01,-3.737332e+00,-5.266790e+01,0.000000e+00,0.000000e+00,0.000000e+00
10,1.442536e+01,-4.627662e+01,-3.997866e+02,1.777042e+01,-2.925231e+00,-4.641556e+01,0.000000e+00,0.000000e+00,0.000000e+00
11,1.398474e+01,-4.490382e+01,-3.633946e+02,1.742626e+01,-2.385937e+00,-4.449709e+01,0.000000e+00,0.000000e+00,0.000000e+00
12,1.372981e+01,-4.124325e+01,-3.329812e+02,1.711823e+01,-1.753622e+00,-4.776945e+01,0.000000e+00,0.000000e+00,0.000000e+00
13,1.186566e+01,-4.144420e+01,-3.295577e+02,1.671418e+01,-1.251641e+00,-5.070358e+01,0.000000e+00,0.000000e+00,0.000000e+00
14,1.191484e+01,-4.639218e+01,-3.338885e+02,1.637137e+01,-8.479977e-01,-4.623072e+01,0.000000e+00,0.000000e+00,0.000000e+00
15,1.135312e+01,-4.192740e+01,-2.574930e+02,1.603682e+01,-4.513814e-01,-4.239212e+01,0.000000e+00,0.000000e+00,0.000000e+00
16,1.092926e+01,-3.707451e+01,-3.439956e+02,1.571760e+01,-7.774428e-02,-3.905981e+01,0.000000e+00,0.000000e+00,0.000000e+00
17,9.660859e+00,-3.037967e+01,-2.216472e+02,1.536132e+01,2.443046e-01,-3.619384e+01,0.000000e+00,0.000000e+00,0.000000e+00
18,9.344709e+00,-3.463683e+01,-3.412457e+02,1.502706e+01,4.830704e-01,-3.365473e+01,0.000000e+00,0.000000e+00,0.000000e+00
19,9.581027e+00,-4.019659e+01,-2.811846e+02,1.474043e+01,7.006367e-01,-3.427998e+01,0.000000e+00,0.000000e+00,0.000000e+00
20,9.022041e+00,-3.149460e+01,-2.328018e+02,1.445451e+01,9.005109e-01,-3.235653e+01,0.000000e+00,0.000000e+00,0.000000e+00
21,9.774997e+00,-3.977133e+01,-3.959379e+02,1.423168e+01,1.159884e+00,-3.034910e+01,0.000000e+00,0.000000e+00,0.000000e+00
22,9.372212e+00,-4.152551e+01,-3.160232e+02,1.401079e+01,1.309676e+00,-2.854930e+01,0.000000e+00,0.000000e+00,0.000000e+00
23,8.803628e+00,-3.709247e+01,-3.270100e+02,1.378439e+01,1.467096e+00,-2.693273e+01,0.000000e+00,0.000000e+00,0.000000e+00
24,8.861922e+00,-3.969533e+01,-3.165555e+02,1.357929e+01,1.598883e+00,-2.544127e+01,0.000000e+00,0.000000e+00,0.000000e+00
25,8.971164e+00,-3.752281e+01,-2.386709e+02,1.339497e+01,1.722881e+00,-2.412467e+01,0.000000e+00,0.000000e+00,0.000000e+00
26,8.244988e+00,-3.246369e+01,-2.793617e+02,1.319689e+01,1.855721e+00,-2.466665e+01,0.000000e+00,0.000000e+00,0.000000e+00
27,8.514804e+00,-3.652995e+01,-4.435719e+02,1.302348e+01,1.942183e+00,-2.346599e+01,0.000000e+00,0.000000e+00,0.000000e+00
28,8.989900e+00,-4.019739e+01,-3.534228e+02,1.287942e+01,2.029984e+00,-2.230679e+01,0.000000e+00,0.000000e+00,0.000000e+00
