iter,point value,point opt_lb,point uni_opt_lb,agg value,agg opt_lb,agg uni_opt_lb,true value,true opt_lb,true uni_opt_lb
1,2.795165e+01,-9.135047e+01,-5.108114e+02,2.795165e+01,-9.135047e+01,-5.108114e+02,0.000000e+00,0.000000e+00,0.000000e+00
2,2.062143e+01,-1.982547e+01,-1.379385e+03,2.428654e+01,-4.575213e+01,-5.694936e+02,0.000000e+00,0.000000e+00,0.000000e+00
3,1.872841e+01,-7.333902e+00,-3.755276e+02,2.243383e+01,-2.646407e+01,-3.742474e+02,0.000000e+00,0.000000e+00,0.000000e+00
4,1.747130e+01,-2.073237e+01,-3.135956e+02,2.119320e+01,-1.843384e+01,-2.763180e+02,0.000000e+00,0.000000e+00,0.000000e+00
5,1.736387e+01,-2.385792e+01,-4.391321e+02,2.042733e+01,-1.351049e+01,-2.175816e+02,0.000000e+00,0.000000e+00,0.000000e+00
6,1.658885e+01,-2.909525e+01,-3.098669e+02,1.978759e+01,-1.028565e+01,-1.840318e+02,0.000000e+00,0.000000e+00,0.000000e+00
7,1.417084e+01,-3.452724e+01,-2.687592e+02,1.898519e+01,-8.359870e+00,-1.558086e+02,0.000000e+00,0.000000e+00,0.000000e+00
8,1.396593e+01,-3.714693e+01,-2.587884e+02,1.835779e+01,-6.797021e+00,-1.345868e+02,0.000000e+00,0.000000e+00,0.000000e+00
9,1.376567e+01,-3.888067e+01,-3.825237e+02,1.784755e+01,-5.444894e+00,-1.181031e+02,0.000000e+00,0.000000e+00,0.000000e+00
10,1.224310e+01,-3.832465e+01,-2.509805e+02,1.728711e+01,-4.485645e+00,-1.050685e+02,0.000000e+00,0.000000e+00,0.000000e+00
11,1.285627e+01,-3.668698e+01,-2.604091e+02,1.688430e+01,-3.505751e+00,-9.434809e+01,0.000000e+00,0.000000e+00,0.000000e+00
12,1.354747e+01,-3.172387e+01,-2.532625e+02,1.660623e+01,-2.682800e+00,-8.535679e+01,0.000000e+00,0.000000e+00,0.000000e+00
13,1.394158e+01,-4.308123e+01,-3.031312e+02,1.640126e+01,-2.016515e+00,-7.771846e+01,0.000000e+00,0.000000e+00,0.000000e+00
14,1.225854e+01,-4.742294e+01,-3.026231e+02,1.610535e+01,-1.663790e+00,-7.129153e+01,0.000000e+00,0.000000e+00,0.000000e+00
15,1.306810e+01,-4.697623e+01,-3.642155e+02,1.590287e+01,-1.155593e+00,-6.566755e+01,0.000000e+00,0.000000e+00,0.000000e+00
