iter,average value,advantage gap,greedy advantage gap
1,1.250029e+01,7.307708e+00,5.430526e-01
2,1.057396e+01,2.042766e+00,5.090330e-02
3,1.039723e+01,9.113505e-01,3.468439e-02
4,1.038267e+01,4.992858e-01,2.654402e-02
5,1.037689e+01,3.516648e-01,2.654402e-02
6,1.036929e+01,2.909639e-01,2.679495e-02
7,1.036327e+01,2.162399e-01,2.679387e-02
8,1.035736e+01,1.643836e-01,1.363939e-02
9,1.035531e+01,1.581570e-01,1.364990e-02
10,1.035435e+01,1.525234e-01,1.364990e-02
11,1.035339e+01,1.472069e-01,1.364990e-02
12,1.035245e+01,1.421785e-01,1.364990e-02
13,1.035151e+01,1.374129e-01,1.365205e-02
14,1.035062e+01,1.328879e-01,1.365229e-02
15,1.034982e+01,1.285839e-01,1.365230e-02
16,1.034902e+01,1.244832e-01,1.365226e-02
17,1.034824e+01,1.205702e-01,1.365226e-02
18,1.034748e+01,1.168311e-01,1.365226e-02
19,1.034672e+01,1.132531e-01,1.365226e-02
20,1.034598e+01,1.098250e-01,1.365226e-02
21,1.034525e+01,1.065365e-01,1.365226e-02
22,1.034452e+01,1.033783e-01,1.400738e-02
23,1.034381e+01,1.003421e-01,1.400738e-02
24,1.034310e+01,9.742004e-02,1.415513e-02
25,1.034240e+01,9.460518e-02,1.415457e-02
26,1.034171e+01,9.189106e-02,1.415457e-02
27,1.034102e+01,8.927178e-02,1.415479e-02
28,1.034034e+01,8.674190e-02,1.415245e-02
29,1.033966e+01,8.429642e-02,1.415228e-02
30,1.033900e+01,8.193072e-02,1.415259e-02
31,1.033835e+01,7.964053e-02,1.415259e-02
32,1.033776e+01,7.742189e-02,1.415349e-02
33,1.033720e+01,7.527113e-02,1.415334e-02
34,1.033670e+01,7.318483e-02,1.415338e-02
35,1.033621e+01,7.115981e-02,1.415313e-02
36,1.033575e+01,6.919311e-02,1.415313e-02
37,1.033532e+01,6.728197e-02,1.415238e-02
38,1.033490e+01,6.542380e-02,1.415238e-02
39,1.033448e+01,6.361619e-02,1.415238e-02
40,1.033407e+01,6.185686e-02,1.415237e-02
41,1.033367e+01,6.014369e-02,8.571656e-03
42,1.033327e+01,5.847468e-02,8.571656e-03
43,1.033177e+01,5.212810e-02,8.571500e-03
44,1.033043e+01,4.675825e-02,8.569935e-03
45,1.032917e+01,4.430880e-02,8.569940e-03
46,1.032797e+01,4.202290e-02,8.570399e-03
47,1.032676e+01,3.988307e-02,8.570616e-03
48,1.032552e+01,3.787988e-02,8.570617e-03
49,1.032462e+01,3.600867e-02,8.570782e-03
50,1.032387e+01,3.424146e-02,8.610123e-03
51,1.032315e+01,3.337441e-02,8.610404e-03
52,1.032246e+01,3.282084e-02,6.501443e-03
53,1.032180e+01,3.227928e-02,6.501443e-03
54,1.032119e+01,3.133935e-02,6.501600e-03
55,1.032060e+01,3.025326e-02,6.501006e-03
56,1.032003e+01,2.919317e-02,7.054300e-03
57,1.031950e+01,2.815744e-02,6.501443e-03
58,1.031901e+01,2.714347e-02,6.501443e-03
59,1.031855e+01,2.614928e-02,6.501315e-03
60,1.031814e+01,2.520567e-02,6.501315e-03
61,1.031782e+01,2.435450e-02,6.501316e-03
62,1.031755e+01,2.423188e-02,6.501335e-03
63,1.031729e+01,2.412346e-02,6.501335e-03
64,1.031706e+01,2.401103e-02,6.501050e-03
65,1.031683e+01,2.389490e-02,7.185544e-03
66,1.031661e+01,2.377479e-02,7.185544e-03
67,1.031641e+01,2.365054e-02,7.185544e-03
68,1.031622e+01,2.352187e-02,7.207682e-03
69,1.031604e+01,2.338852e-02,7.207770e-03
70,1.031587e+01,2.325023e-02,7.207770e-03
71,1.031571e+01,2.310678e-02,7.207770e-03
72,1.031556e+01,2.295799e-02,7.207770e-03
73,1.031541e+01,2.281427e-02,7.207770e-03
74,1.031526e+01,2.267774e-02,7.207770e-03
75,1.031512e+01,2.253627e-02,7.207770e-03
76,1.031498e+01,2.238958e-02,7.207770e-03
77,1.031484e+01,2.223738e-02,7.207770e-03
78,1.031471e+01,2.207938e-02,7.207770e-03
79,1.031458e+01,2.191522e-02,7.207770e-03
80,1.031445e+01,2.174453e-02,7.207770e-03
81,1.031432e+01,2.156689e-02,7.207770e-03
82,1.031419e+01,2.138180e-02,7.207770e-03
83,1.031406e+01,2.118879e-02,7.207770e-03
84,1.031358e+01,2.034576e-02,7.207788e-03
85,1.031317e+01,1.932836e-02,7.220698e-03
86,1.031285e+01,1.806988e-02,7.220698e-03
87,1.031254e+01,1.646662e-02,7.220698e-03
88,1.031218e+01,1.510325e-02,7.220698e-03
89,1.031188e+01,1.365379e-02,7.220698e-03
90,1.031153e+01,1.181493e-02,7.220700e-03
91,1.031124e+01,1.160806e-02,7.220700e-03
92,1.031105e+01,1.146541e-02,7.220700e-03
93,1.031083e+01,1.131388e-02,7.220700e-03
94,1.031066e+01,1.115154e-02,7.220700e-03
95,1.031051e+01,1.097654e-02,7.220681e-03
96,1.031037e+01,1.078953e-02,7.268045e-03
97,1.031023e+01,1.058838e-02,7.287252e-03
98,1.031009e+01,1.036910e-02,7.287291e-03
99,1.030999e+01,1.012990e-02,7.287291e-03
100,1.030988e+01,9.915295e-03,1.952786e-03
110,1.030892e+01,6.246132e-03,1.431568e-03
120,1.030843e+01,5.662993e-03,1.231810e-03
130,1.030799e+01,4.516785e-03,1.231810e-03
140,1.030751e+01,1.671469e-03,1.231850e-03
150,1.030734e+01,1.419171e-03,4.816317e-04
160,1.030720e+01,1.390666e-03,4.829230e-04
170,1.030699e+01,1.211319e-03,4.823896e-04
180,1.030678e+01,6.291990e-04,4.823808e-04
190,1.030668e+01,3.414046e-04,2.137408e-04
200,1.030662e+01,3.335434e-04,2.137403e-04
210,1.030655e+01,3.037345e-04,1.951452e-04
220,1.030649e+01,1.898258e-04,1.951284e-04
230,1.030645e+01,1.659609e-04,1.951284e-04
240,1.030644e+01,1.052112e-04,1.951288e-04
250,1.030642e+01,1.234046e-04,7.395316e-05
260,1.030641e+01,1.229582e-04,7.395318e-05
270,1.030640e+01,5.099196e-05,9.349303e-06
280,1.030640e+01,1.839957e-05,5.861837e-06
290,1.030639e+01,1.598765e-05,3.387669e-07
300,1.030639e+01,1.517324e-05,4.756211e-07
310,1.030639e+01,8.865780e-06,3.387669e-07
320,1.030638e+01,5.164885e-06,3.387669e-07
330,1.030638e+01,3.083391e-06,3.387669e-07
340,1.030638e+01,1.657135e-06,3.387669e-07
350,1.030638e+01,1.152547e-06,3.387669e-07
360,1.030638e+01,9.454384e-07,7.036913e-08
370,1.030638e+01,7.761507e-07,7.036913e-08
380,1.030638e+01,4.923927e-07,2.163585e-08
390,1.030638e+01,3.345662e-07,2.144401e-08
400,1.030638e+01,2.168233e-07,2.163585e-08
410,1.030638e+01,1.880613e-07,2.163585e-08
420,1.030638e+01,1.320740e-07,2.163585e-08
430,1.030638e+01,9.686721e-08,2.163585e-08
440,1.030638e+01,6.944396e-08,2.163585e-08
450,1.030638e+01,5.222827e-08,2.163585e-08
460,1.030638e+01,3.133337e-08,3.123368e-11
470,1.030638e+01,1.871768e-08,3.123368e-11
480,1.030638e+01,1.570555e-08,3.123368e-11
490,1.030638e+01,1.270432e-08,3.123368e-11
500,1.030638e+01,7.160098e-09,3.123368e-11
510,1.030638e+01,5.046180e-09,3.123368e-11
520,1.030638e+01,3.767076e-09,3.123368e-11
530,1.030638e+01,2.880835e-09,3.123368e-11
540,1.030638e+01,1.756305e-09,4.289902e-12
550,1.030638e+01,1.105622e-09,4.289902e-12
560,1.030638e+01,7.803784e-10,4.114042e-12
570,1.030638e+01,7.387637e-10,4.114042e-12
580,1.030638e+01,6.090062e-10,4.114042e-12
590,1.030638e+01,3.878604e-10,4.289902e-12
600,1.030638e+01,2.872120e-10,4.289902e-12
610,1.030638e+01,1.864642e-10,4.289902e-12
620,1.030638e+01,1.119833e-10,4.289902e-12
630,1.030638e+01,7.927525e-11,4.289902e-12
640,1.030638e+01,5.272227e-11,4.114042e-12
650,1.030638e+01,4.453860e-11,4.114042e-12
660,1.030638e+01,3.164935e-11,4.114042e-12
663,1.030638e+01,2.673950e-11,2.486900e-14
