iter,average value,advantage gap,greedy advantage gap
1,1.435339e+03,1.646864e+01,1.047623e+01
2,1.415838e+03,1.581950e+01,1.094291e+01
3,1.398279e+03,1.519376e+01,1.094921e+01
4,1.382349e+03,1.459269e+01,1.096921e+01
5,1.367797e+03,1.401676e+01,1.099862e+01
6,1.354419e+03,1.346591e+01,1.100439e+01
7,1.342051e+03,1.304236e+01,1.238746e+01
8,1.330559e+03,1.288949e+01,1.227254e+01
9,1.319832e+03,1.274013e+01,1.221808e+01
10,1.309778e+03,1.259421e+01,1.221809e+01
11,1.300320e+03,1.245165e+01,1.231634e+01
12,1.291393e+03,1.231236e+01,1.231634e+01
13,1.282942e+03,1.217624e+01,1.235813e+01
14,1.274921e+03,1.204320e+01,1.235813e+01
15,1.267289e+03,1.191313e+01,1.242525e+01
16,1.260012e+03,1.178594e+01,1.242529e+01
17,1.253058e+03,1.166152e+01,1.246898e+01
18,1.246402e+03,1.153979e+01,1.236978e+01
19,1.240020e+03,1.142065e+01,1.237280e+01
20,1.233891e+03,1.130401e+01,1.253246e+01
21,1.227998e+03,1.118977e+01,1.253396e+01
22,1.222324e+03,1.107787e+01,1.253131e+01
23,1.216855e+03,1.096820e+01,1.253131e+01
24,1.211576e+03,1.086071e+01,1.253132e+01
25,1.206477e+03,1.075530e+01,1.253144e+01
26,1.201547e+03,1.065191e+01,1.253056e+01
27,1.196776e+03,1.055047e+01,1.262108e+01
28,1.192154e+03,1.045091e+01,1.262108e+01
29,1.187675e+03,1.035318e+01,1.266452e+01
30,1.183329e+03,1.025720e+01,1.257012e+01
31,1.179111e+03,1.016292e+01,1.266115e+01
32,1.175014e+03,1.007028e+01,1.266115e+01
33,1.171033e+03,9.979241e+00,1.266115e+01
34,1.167160e+03,9.889741e+00,1.265947e+01
35,1.163393e+03,9.801733e+00,1.265947e+01
36,1.159725e+03,9.715172e+00,1.275947e+01
37,1.156153e+03,9.630013e+00,1.280402e+01
38,1.152672e+03,9.546214e+00,1.280465e+01
39,1.149279e+03,9.463735e+00,1.285107e+01
40,1.145969e+03,9.382535e+00,1.285107e+01
41,1.142740e+03,9.302578e+00,1.306942e+01
42,1.139588e+03,9.223829e+00,1.307623e+01
43,1.136510e+03,9.146253e+00,1.307626e+01
44,1.133504e+03,9.069817e+00,1.343949e+01
45,1.130566e+03,8.994490e+00,1.343949e+01
46,1.127695e+03,8.920242e+00,1.378341e+01
47,1.124887e+03,8.847044e+00,1.378844e+01
48,1.122140e+03,8.774868e+00,1.378844e+01
49,1.119453e+03,8.703688e+00,1.384037e+01
50,1.116822e+03,8.633477e+00,1.384037e+01
51,1.114247e+03,8.564212e+00,1.384039e+01
52,1.111725e+03,8.495868e+00,1.389135e+01
53,1.109255e+03,8.428424e+00,1.389181e+01
54,1.106834e+03,8.361856e+00,1.429817e+01
55,1.104461e+03,8.296144e+00,1.429817e+01
56,1.102135e+03,8.231267e+00,1.429851e+01
57,1.099854e+03,8.167206e+00,1.453270e+01
58,1.097617e+03,8.103942e+00,1.490698e+01
59,1.095422e+03,8.041457e+00,1.490698e+01
60,1.093267e+03,7.979733e+00,2.265170e+01
61,1.091153e+03,7.918754e+00,2.265765e+01
62,1.089076e+03,7.858502e+00,2.281863e+01
63,1.087037e+03,7.798962e+00,2.304514e+01
64,1.085034e+03,7.740119e+00,2.304526e+01
65,1.083067e+03,7.681958e+00,2.304526e+01
66,1.081136e+03,7.620727e+00,2.304615e+01
67,1.079258e+03,7.533916e+00,2.304672e+01
68,1.077412e+03,7.448380e+00,2.305326e+01
69,1.075596e+03,7.364088e+00,2.305326e+01
70,1.073811e+03,7.281009e+00,2.306186e+01
71,1.072055e+03,7.199114e+00,2.301351e+01
72,1.070327e+03,7.118374e+00,2.369464e+01
73,1.068627e+03,7.038763e+00,2.369445e+01
74,1.066953e+03,6.960253e+00,2.369970e+01
75,1.065306e+03,6.882819e+00,2.369809e+01
76,1.063684e+03,6.806436e+00,2.369809e+01
77,1.062092e+03,6.731093e+00,2.369812e+01
78,1.060528e+03,6.656769e+00,2.375463e+01
79,1.058988e+03,6.583425e+00,2.379237e+01
80,1.057470e+03,6.511041e+00,2.379175e+01
81,1.055974e+03,6.439594e+00,2.379247e+01
82,1.054512e+03,6.374882e+00,2.414089e+01
83,1.053074e+03,6.312261e+00,2.427360e+01
84,1.051657e+03,6.250362e+00,2.444041e+01
85,1.050258e+03,6.189170e+00,2.444128e+01
86,1.048879e+03,6.128672e+00,2.443846e+01
87,1.047520e+03,6.077941e+00,2.443825e+01
88,1.046181e+03,6.028531e+00,2.577643e+01
89,1.044863e+03,5.979540e+00,2.600183e+01
90,1.043561e+03,5.930960e+00,2.613218e+01
91,1.042275e+03,5.882784e+00,2.613641e+01
92,1.041006e+03,5.835009e+00,3.036782e+01
93,1.039776e+03,5.787708e+00,3.516913e+01
94,1.038565e+03,5.740808e+00,3.569609e+01
95,1.037371e+03,5.694150e+00,3.569775e+01
96,1.036209e+03,5.647003e+00,3.582646e+01
97,1.035080e+03,5.600322e+00,3.583113e+01
98,1.033965e+03,5.554035e+00,3.583046e+01
99,1.032862e+03,5.508135e+00,3.694039e+01
100,1.031773e+03,5.462508e+00,3.694039e+01
110,1.021847e+03,5.014274e+00,3.766127e+01
120,1.014007e+03,4.602869e+00,4.108383e+01
130,1.007507e+03,4.222545e+00,1.065954e+01
140,1.003251e+03,3.872168e+00,4.589858e+00
150,9.997909e+02,3.546963e+00,4.508734e+00
160,9.972411e+02,3.243890e+00,3.433879e+00
170,9.952764e+02,2.960681e+00,2.321728e+00
180,9.938848e+02,2.696312e+00,1.323909e+00
190,9.925495e+02,2.477040e+00,1.324624e+00
200,9.911460e+02,2.270147e+00,2.341342e+00
210,9.896976e+02,2.125767e+00,2.339803e+00
220,9.881863e+02,2.003981e+00,2.096134e+00
230,9.866259e+02,1.922161e+00,2.087094e+00
240,9.849811e+02,1.840756e+00,2.077317e+00
250,9.832501e+02,1.759403e+00,2.077025e+00
260,9.814328e+02,1.704491e+00,2.077025e+00
270,9.795294e+02,1.709457e+00,2.124177e+00
280,9.775451e+02,1.708454e+00,2.122920e+00
