iter,average value,advantage gap
1,3.930216e+01,1.569425e+01
2,4.757773e+00,1.240029e+01
3,4.241387e+00,1.148652e+01
4,3.191058e+00,1.097867e+01
5,1.860182e+00,1.059399e+01
6,2.724850e-02,1.041009e+01
7,-1.908143e+00,1.014421e+01
8,-2.649471e+00,9.325167e+00
9,-3.019281e+00,8.455731e+00
10,-3.177111e+00,7.626741e+00
11,-3.223500e+00,3.019807e-14
11,-3.223500e+00,3.019807e-14
