iter,average value,advantage gap,greedy advantage gap
1,1.188312e+01,7.437026e+00,2.682362e-01
2,1.142137e+01,5.147311e+00,2.587325e-01
3,1.085847e+01,2.934806e+00,2.562159e-01
4,1.036361e+01,1.302268e+00,9.696109e-03
5,1.028663e+01,3.735862e-01,7.858304e-03
6,1.027516e+01,1.325958e-01,1.477152e-02
7,1.026251e+01,9.797836e-02,2.926336e-02
8,1.024952e+01,6.173718e-02,1.158257e-02
9,1.023698e+01,3.677848e-02,1.479206e-02
10,1.022840e+01,1.880575e-02,3.721492e-03
11,1.022467e+01,1.380098e-02,3.784729e-03
12,1.022331e+01,7.156813e-03,1.232280e-03
13,1.022253e+01,2.198909e-03,6.022842e-04
14,1.022202e+01,1.496682e-03,6.023494e-04
15,1.022161e+01,7.472008e-04,3.931394e-04
16,1.022130e+01,3.810338e-04,1.243816e-04
17,1.022115e+01,2.371185e-04,1.246871e-04
18,1.022110e+01,1.144650e-04,6.560356e-05
19,1.022106e+01,4.489527e-05,6.563812e-05
20,1.022104e+01,3.783299e-05,2.669995e-06
21,1.022103e+01,2.405138e-05,1.142290e-06
22,1.022103e+01,6.542061e-06,1.142311e-06
23,1.022102e+01,3.729322e-06,1.142331e-06
24,1.022102e+01,1.311793e-06,3.595916e-07
25,1.022102e+01,6.132026e-07,3.412282e-07
26,1.022102e+01,3.418321e-07,7.730014e-08
27,1.022102e+01,1.821978e-07,2.610061e-08
28,1.022102e+01,1.137649e-07,2.742100e-09
29,1.022102e+01,5.147053e-08,2.742100e-09
30,1.022102e+01,2.037639e-08,1.439400e-10
31,1.022102e+01,9.442120e-09,1.438156e-10
32,1.022102e+01,4.989404e-09,1.438156e-10
33,1.022102e+01,3.299510e-09,1.438156e-10
34,1.022102e+01,1.673248e-09,1.022471e-11
35,1.022102e+01,5.768168e-10,1.022471e-11
36,1.022102e+01,2.689013e-10,1.022471e-11
37,1.022102e+01,1.680611e-10,2.890133e-12
38,1.022102e+01,8.406609e-11,2.593481e-13
39,1.022102e+01,5.019274e-11,5.684342e-14
39,1.022102e+01,5.019274e-11,5.684342e-14
